日期,hs300_close,hs300_ret,hs300_turnover_log,hs300_amplitude,hs300_turnover_rate,csi_close,csi_ret,csi_turnover_log,csi_amplitude,margin_total,douyin_search,turnover_heat_z,turnover_rate_heat_z,price_accel_z,amplitude_heat_z,margin_heat_z,search_heat_z,ma_spread,ma_spread_z,up_ratio,up_ratio_z,crowding_z,escape_index_raw,escape_index_0_100,escape_signal,escape_level
2005-03-15,1013.52,-0.016983016983016963,22.814044025450706,1.87,0.04,,,,,,,,,-1.058222143261937,1.3754321369718805,,,0.007832389530809225,,0.5,,0.15860499685497176,54.744,57.37,0,相对安全
2005-03-16,1003.07,-0.01031060067882228,22.690901958701225,1.6,0.03,,,,,,,,,-0.8012499306286232,0.6612654504672502,,,-0.002502244130455189,,0.45,,-0.0699922400806865,47.901,52.64,0,相对安全
2005-03-17,992.86,-0.01017875123371259,22.60044756439176,1.27,0.03,,,,,,,,,-1.001475419498515,-0.11902778108410485,,,-0.012383812556980067,,0.45,,-0.5602516002913099,33.798,43.22,0,相对安全
2005-03-18,978.66,-0.014302117116209767,22.566192199398728,2.08,0.03,,,,,,,,,-1.1341284536844534,1.8264971008835238,,,-0.025959439170402554,,0.45,,0.3461843235995352,60.239,51.73,0,相对安全
2005-03-21,981.89,0.0033004312018474202,22.248130126144186,1.04,0.02,,,,,,,,,-1.1731524101373436,-0.6348148324485602,,,-0.02228139568702614,,0.45,,-0.903983621292952,25.26,38.49,0,相对安全
2005-03-22,964.02,-0.01819959465927956,22.662770903039803,2.3,0.03,,,,,,,,,-1.9422636746112079,2.6979630379063804,,,-0.03928974486061387,,0.4,,0.37784968164758626,61.145,49.82,0,相对安全
2005-03-23,959.01,-0.005196987614364823,22.68224103688759,2.01,0.03,,,,,,,,,-1.876379058264592,1.6593666472079065,,,-0.04343536184098962,,0.4,,-0.10850620552834278,46.749,48.28,0,相对安全
2005-03-24,964.8,0.006037476147276788,22.586825305256152,1.72,0.03,,,,,,,,,-1.0339469346336674,0.6612654504672496,,,-0.03694897619264792,,0.4,,-0.1863407420832089,44.433,46.36,0,相对安全
2005-03-25,962.96,-0.0019071310116085538,22.172095276386248,0.82,0.02,,,,,,,,,-0.884122795868964,-1.3087134139098118,,,-0.03806815715049183,,0.35,,-1.096418104889388,21.153,33.76,0,相对安全
2005-03-28,960.7,-0.002346930298247063,22.14436164162613,1.33,0.02,,,,,,,,,-0.8349483210052602,-0.2818767353036519,,,-0.03959500742036215,,0.35,,-0.5584125281544561,33.848,33.8,0,相对安全
2005-03-29,955.19,-0.0057354012699073476,22.300624901295073,1.39,0.02,,,,,,,,,-0.6190843144544086,-0.21140755147773915,,,-0.04430507451436838,,0.35,,-0.41524593296607387,37.794,35.8,0,相对安全
2005-03-30,937.03,-0.019011924329191188,22.420600847519996,1.71,0.03,,,,,,,,,-0.6563069434782649,0.5686882874018347,,,-0.06140852509174355,,0.35,,-0.04380932803821508,48.686,42.24,0,相对安全
2005-03-31,942.2,0.00551743273961347,22.239562232545822,1.5,0.02,,,,,,,,,-0.2094927004310361,-0.13225309009345015,,,-0.05528131249921653,,0.35,,-0.17087289526224314,44.892,43.57,0,相对安全
2005-04-01,978.15,0.0381553810231372,23.036731798105496,5.56,0.05,,,,,,,,,0.6660118684942625,3.0,,,-0.01890413056044593,,0.4,,1.8330059342471312,90.021,66.79,0,警惕
2005-04-04,962.17,-0.016336962633542895,22.710660618209126,1.83,0.03,,,,,,,,,0.32688199056642187,0.4721435316336168,,,-0.03435066555322963,,0.35,,0.3995127611000193,61.761,64.28,0,警惕
2005-04-05,955.6,-0.006828315162601184,22.526544373079272,1.47,0.03,,,,,,,-0.2900925575187544,0.0,0.5236319642884925,-0.4991231620126808,,,-0.04027840240000191,-0.8552861097772736,0.3,-2.0234722784297867,-0.3074794552517872,40.879,52.58,0,相对安全
2005-04-06,973.67,0.018909585600669576,22.998238810085642,3.03,0.04,,,,,,,0.8157883020039767,0.6744907594765954,0.9290180197658733,3.0,,,-0.02176965316142976,-0.5055814113999438,0.35,-1.3489815189531913,0.6804178854868286,69.349,60.96,0,警惕
2005-04-07,984.73,0.01135908470015523,23.308060098412266,2.67,0.06,,,,,,,1.4645071687036253,2.023472278429786,1.0210271307175276,2.526034020784896,,,-0.010484964834868604,-0.3074588589954094,0.4,-0.6744907594765953,1.4289291977641054,84.745,72.85,0,警惕
2005-04-08,1003.45,0.019010287083769173,22.93716722546311,2.45,0.04,,,,,,,0.5884669176617878,0.6744907594765954,1.3232724346080669,1.1825487341472778,,,0.008190609814179517,0.059501197920857125,0.4,-0.6744907594765953,0.5861157137779659,66.893,69.87,0,警惕
2005-04-11,995.42,-0.00800239174846784,23.068549458572726,1.59,0.05,,,,,,,0.8400614396717446,1.3489815189531909,1.1550491079751466,-0.33724537973829716,,,0.00012072616228420152,-0.11380065202588598,0.35,-1.3489815189531913,0.7357311678844607,70.742,70.31,0,警惕
2005-04-12,978.7,-0.016796929939121075,22.591918983313295,1.56,0.03,,,,,,,-0.255412574707015,0.0,0.933257207642473,-0.2615372332664349,,,-0.016421913744400163,-0.4788775951826682,0.35,-1.3489815189531913,-0.17380014380677833,44.805,57.56,0,相对安全
2005-04-13,1000.9,0.022683151118831013,23.028806770137447,1.9,0.05,,,,,,,0.649017834565935,1.3489815189531909,1.513732145701232,0.5484869912227262,,,0.005797615434788739,0.011678686616123117,0.4,-0.6744907594765953,0.8135288451185083,72.636,65.1,0,警惕
2005-04-14,986.97,-0.013917474273154151,22.779109182927552,2.08,0.04,,,,,,,-0.0151036748911549,0.5058680696074467,1.1053831914452965,0.8396721699606602,,,-0.008077299900137835,-0.23202977938415054,0.4,-0.6744907594765953,0.2494540568661907,57.428,61.26,0,警惕
2005-04-15,974.08,-0.013060174068107444,22.601459155691092,1.08,0.03,,,,,,,-0.4694372367186842,-0.16862268986914875,0.14241423347635873,-1.7481699276230123,,,-0.0207245784875999,-0.4844010551002094,0.4,-0.6744907594765953,-0.425353367261616,37.509,49.39,0,相对安全
2005-04-18,963.77,-0.010584346254927768,22.39645546975903,1.26,0.03,,,,,,,-0.9528969880510255,-0.16862268986914875,0.11796794963846433,-1.1059217858084711,,,-0.030646380600254597,-0.6744907594765952,0.35,-1.3489815189531913,-0.6156446074429046,32.327,40.86,0,相对安全
2005-04-19,965.89,0.002199694947964792,22.475748602493745,1.14,0.03,,,,,,,-0.7250179492994905,-0.16862268986914875,0.20167364933946952,-1.239604639038067,,,-0.02811246795442013,-0.6426087946823448,0.4,-0.6744907594765953,-0.48737383855005245,35.782,38.32,0,相对安全
2005-04-20,950.87,-0.01555042499663517,22.39097335844764,1.86,0.03,,,,,,,-0.8672159502509166,-0.16862268986914875,-0.3487393135737351,0.6092174601724096,,,-0.04263454894759555,-0.9490158533004053,0.4,-0.6744907594765953,-0.4673015476270467,36.337,37.33,0,相对安全
2005-04-21,943.98,-0.007245995772292679,22.538195803048055,1.78,0.03,,,,,,,-0.5278183307542925,-0.19271164556474138,-0.6799087280037801,0.41262964109156447,,,-0.048907570060899186,-1.0697287663797748,0.35,-1.3115098100933797,-0.44651196749860994,36.916,37.12,0,相对安全
2005-04-22,939.1,-0.005169601050869721,22.575422505426467,1.37,0.03,,,,,,,-0.4832486380566261,-0.22483025315886485,-1.0760520367072108,-0.8887407654279835,,,-0.053116486003348284,-1.1396589631630416,0.35,-1.116262484981734,-0.5543649075969589,33.956,35.54,0,相对安全
2005-04-25,930.07,-0.009615589394100676,22.620481287225328,1.69,0.03,,,,,,,-0.4109009151000944,-0.2697963037906378,-1.1025568066670828,-0.031740741622428036,,,-0.06142133439280095,-1.3191463254624998,0.35,-0.8164888141032474,-0.47667277016492277,36.077,35.81,0,相对安全
2005-04-26,937.08,0.007537067102476147,22.67336336183658,1.62,0.04,,,,,,,-0.1983189218894475,0.6744907594765952,-0.6842293784380857,-0.25392593297942356,,,-0.05365218566147123,-1.061773950745352,0.4,0.0,0.02720928041234838,50.816,43.31,0,相对安全
2005-04-27,926.6,-0.011183676953942068,22.584682875567477,1.39,0.03,,,,,,,-0.3754785691119936,0.0,-1.0272217365840242,-0.7525896895212535,,,-0.06343368566034013,-1.172552811745071,0.4,0.0,-0.3449826488150226,39.796,41.55,0,相对安全
2005-04-28,942.07,0.016695445715519064,22.841424809264705,3.31,0.04,,,,,,,0.35483234124126983,0.89932101263546,-0.5977821391949959,3.0,,,-0.04719806526059245,-0.7831352079370594,0.4,0.0,0.563560673017971,66.291,53.92,0,相对安全
2005-04-29,932.4,-0.01026463001687783,22.64798043087185,1.34,0.03,,,,,,,-0.2516497993965297,0.0,-0.5034396509474567,-0.7796865660004678,,,-0.05627989348072204,-0.8996351401782221,0.35,-0.674490759476596,-0.29396436525609937,41.271,47.6,0,相对安全
2005-05-09,909.17,-0.024914199914199964,22.31039606222826,3.03,0.03,,,,,,,-1.2454307696387439,0.0,-0.648517348488708,3.0,,,-0.07884961253762712,-1.2389826318264707,0.35,-0.674490759476596,-0.4135103277132496,37.843,42.72,0,相对安全
2005-05-10,913.08,0.0043006258455515756,22.508489112222524,2.32,0.03,,,,,,,-0.6539198432460122,0.0,-0.5281438499770831,1.272829336431639,,,-0.0740102969731683,-1.1272997268011749,0.4,0.0,-0.2608723897554771,42.237,42.48,0,相对安全
2005-05-11,901.85,-0.012299031848249875,22.35804653280791,1.84,0.03,,,,,,,-1.0816630811039867,0.0,-0.27676428783299395,0.2421248880172398,,,-0.0844217045913559,-1.3181751482552047,0.35,-0.674490759476596,-0.5311157652191063,34.585,38.53,0,相对安全
2005-05-12,885.82,-0.017774574485779238,22.532755062046554,1.84,0.03,,,,,,,-0.5656528115436125,0.0,-0.3155450939527541,0.2598955220001565,,,-0.09957635121424258,-1.5870863109668847,0.3,-1.3489815189531913,-0.4157129613993383,37.781,38.16,0,相对安全
2005-05-13,887.54,0.0019417037321352026,22.552388468866585,2.59,0.03,,,,,,,-0.478302718855437,0.0,-0.20377046550528682,2.1162921077155556,,,-0.09675039649970718,-1.4587691253186974,0.3,-1.3489815189531913,-0.23476732830991462,43.003,40.58,0,相对安全
2005-05-16,875.27,-0.013824729026297389,22.255841812853358,1.81,0.02,,,,,,,-1.3186443028314752,-1.79864202527092,-0.25164937908612706,0.0371279317143083,,,-0.10806368640046371,-1.6213614409119181,0.3,-1.3489815189531913,-1.340806860553493,16.673,28.63,0,相对安全
2005-05-17,881.46,0.007072103465216584,22.256944886610313,2.29,0.03,,,,,,,-1.216812197371055,0.0,-0.19383722482372617,1.0722673612192024,,,-0.1006663868191835,-1.4534163247126424,0.35,-0.674490759476596,-0.5238241381892169,34.783,31.7,0,相对安全
2005-05-18,883.2,0.001973997685657869,22.25266638590936,2.11,0.02,,,,,,,-1.1131082665633834,-1.79864202527092,0.055386816549462224,0.6516266659350152,,,-0.0978415108270555,-1.3334014130490137,0.35,-0.674490759476596,-1.1328307249437606,20.434,26.07,0,相对安全
2005-05-19,884.17,0.001098278985507184,22.173349825728142,1.89,0.02,,,,,,,-1.214318374597788,-1.3489815189531909,-0.2764162490690755,0.15519256412735766,,,-0.09583244201135521,-1.2139148052169424,0.4,0.0,-1.0108312827081112,22.917,24.49,0,相对安全
2005-05-20,882.76,-0.001594715948290415,22.06755945936042,1.34,0.02,,,,,,,-1.418072865865769,-1.34898151895319,0.023778543441658844,-1.1579752861810586,,,-0.09626386888597871,-1.1534076620442575,0.4,0.0,-1.151634023491318,20.069,22.28,0,相对安全
2005-05-23,863.34,-0.02199918437627435,22.038545040457908,2.06,0.02,,,,,,,-1.3783888425259159,-1.348981518953189,0.11751235535033135,0.5445429984765172,,,-0.1149772441950826,-1.4040332203365253,0.4,0.0,-1.0270592624218002,22.575,22.43,0,相对安全
2005-05-24,868.46,0.005930456135473827,22.287281999687874,1.87,0.03,,,,,,,-0.705865678693404,0.0,0.16854796104826872,0.05562810387435841,,,-0.10862967953059588,-1.2017866473788377,0.4,0.0,-0.321924212565945,40.461,31.44,0,相对安全
2005-05-25,868.45,-1.1514635101184112e-05,22.0429323464638,1.69,0.02,,,,,,,-1.2600538043402212,-1.34898151895319,0.5881663247314084,-0.41721077905768805,,,-0.10756267288293542,-1.1351975898714932,0.4,0.0,-1.000672761476059,23.133,27.29,0,相对安全
2005-05-26,857.33,-0.012804421670792765,21.96743515212247,2.06,0.02,,,,,,,-1.4227731056073842,-1.34898151895319,0.7575291929453475,0.5701880647121734,,,-0.11783631678910045,-1.2680329841534332,0.4,0.0,-0.9856492035213418,23.455,25.37,0,相对安全
2005-05-27,849.51,-0.00912134184036495,22.167989179462772,1.93,0.02,,,,,,,-0.9400168499353478,-1.34898151895319,0.35699704032516943,0.15870370811214018,,,-0.12468514728443236,-1.3506155267707847,0.4,0.0,-0.8771361873411546,25.873,25.62,0,相对安全
2005-05-30,855.61,0.0071806099987050676,22.03486799081895,1.93,0.02,,,,,,,-1.2421178673245885,-1.34898151895319,1.0664204502048453,0.06348148324485607,,,-0.11727604209249287,-1.1714810115116128,0.45,0.6744907594765953,-0.8801846607124436,25.803,25.71,0,相对安全
2005-05-31,855.95,0.0003973773097556421,22.004479278873298,1.16,0.02,,,,,,,-1.2247581164152694,-1.34898151895319,0.8241502842397227,-2.0860538952884387,,,-0.115825455437369,-1.1365901422707734,0.45,0.6744907594765953,-1.0423357979060852,22.256,23.98,0,相对安全
2005-06-01,837.53,-0.02151994859512829,22.175833521298557,2.53,0.02,,,,,,,-0.8007961292449995,-1.34898151895319,-0.031020607465300113,1.6027503195483457,,,-0.1336230209065269,-1.3723118574449347,0.45,0.6744907594765953,-0.7053556876340173,30.018,27.0,0,相对安全
2005-06-02,818.38,-0.02286485260229487,22.375913846273036,2.69,0.03,,,,,,,-0.287070658881401,0.0,-0.9692481318154004,2.030150404761238,,,-0.15207740521988766,-1.603191266332055,0.4,0.0,-0.14126016341380157,45.772,36.39,0,相对安全
2005-06-03,818.03,-0.00042767418558620207,22.149923162448342,1.94,0.02,,,,,,,-0.7274090740222955,-1.34898151895319,-0.8873334602091987,0.015870370811213664,,,-0.15110596311587654,-1.5426896270650812,0.4,0.0,-0.9140075486671781,25.034,30.71,0,相对安全
2005-06-06,839.0,0.025634756671515824,22.26763314751309,3.83,0.03,,,,,,,-0.4195574398947545,0.0,0.9973704638700985,3.0,,,-0.12819412275898745,-1.1706800318359067,0.45,0.6744907594765953,0.10024242800264388,53.004,41.86,0,相对安全
2005-06-07,837.28,-0.002050059594755682,22.704071098289695,2.73,0.04,,,,,,,0.5251291943469564,1.3489815189531904,0.6812386179015835,2.5233889589830265,,,-0.12883759000041628,-1.1355613993170315,0.4,0.0,0.8171156960048794,72.722,57.29,0,相对安全
2005-06-08,905.77,0.08180059239442006,23.580571570338673,7.69,0.1,,,,,,,2.4714723918908508,3.0,3.0,3.0,,,-0.05703306625462645,-0.08463548749680623,0.45,0.6744907594765953,2.4248012308167173,94.833,76.06,1,强警戒
2005-06-09,912.6,0.007540545613124783,23.60147425403544,3.35,0.1,,,,,,,2.481728585488061,3.0,3.0,2.320248212599489,,,-0.049452741746678575,0.025749942930770438,0.5,1.3489815189531906,2.4359730429945543,94.898,85.48,1,极度警戒
2005-06-10,894.56,-0.019767696690773717,23.208735205795005,2.5,0.07,,,,,,,1.5542784076810987,3.0,3.0,0.8186922321922814,,,-0.06761906426047415,-0.20009226571445043,0.45,0.6744907594765953,1.933177340311423,91.05,88.26,1,极度警戒
2005-06-13,892.96,-0.0017885888034340214,22.795690338308127,2.51,0.05,,,,,,,0.6238978565849684,1.79864202527092,2.985296006356599,0.6627943879249779,,,-0.06866021065166528,-0.19951219290826047,0.45,0.6744907594765953,1.1596977407235252,80.085,84.18,1,强警戒
2005-06-14,883.54,-0.010549184733918748,22.76345582518741,2.53,0.04,,,,,,,0.5477603852280464,0.7708465822589661,2.1731265480543125,0.6939847120626239,,,-0.07778912652567038,-0.30936560269081653,0.4,0.0,0.6536271782043701,68.662,76.42,1,强警戒
2005-06-15,866.83,-0.01891255630758082,22.559410584810653,1.82,0.03,,,,,,,0.08284150196532578,0.0,2.123924377448034,-0.37428388965175236,,,-0.09440915958896712,-0.5306753311382041,0.35,-0.674490759476596,0.06847727907200787,52.053,64.24,0,警惕
2005-06-16,879.24,0.014316532653461334,22.53405462702994,2.04,0.03,,,,,,,0.01843792568266841,0.0,3.0,-0.03119032413764606,,,-0.08073793120998307,-0.3024583449554636,0.35,-0.674490759476596,0.14886072856025973,54.454,59.34,0,相对安全
2005-06-17,880.34,0.0012510804785952345,22.837767523486065,1.37,0.05,,,,,,,0.6891301521781903,1.3489815189531909,3.0,-1.076066182748788,,,-0.07890273738722964,-0.2458195863546813,0.4,0.0,0.8477623276109598,73.445,66.39,0,警惕
2005-06-20,906.26,0.029443169684440162,23.054524834076105,3.85,0.06,,,,,,,1.162938880908889,2.023472278429786,2.738963171366081,2.393108457351988,,,-0.05132785495551784,0.14179024620754552,0.45,0.6744907594765953,1.5628863165068274,86.709,76.55,1,强警戒
2005-06-21,896.17,-0.011133670249155903,22.653472856564093,1.32,0.04,,,,,,,0.26635679428153797,0.6744907594765954,0.9395696683307456,-1.2392557494689602,,,-0.06135709757760888,0.0008147202041849726,0.4,0.0,0.31466902913261696,59.329,67.94,0,警惕
2005-06-22,900.65,0.0049990515192430696,22.495230925684282,1.04,0.03,,,,,,,-0.07684797284365155,0.0,-0.27193938750068547,-1.2966954135674083,,,-0.05617857855996389,0.07532996257239284,0.45,0.6744907594765953,-0.08593242451695453,47.424,57.68,0,相对安全
2005-06-23,893.57,-0.007860989285515929,22.421635146850566,1.34,0.03,,,,,,,-0.21768208727770316,0.0,-0.4624671303849328,-0.8712172309906021,,,-0.06306112530411034,-0.011794986974215141,0.45,0.6744907594765953,-0.1256713589472622,46.237,51.96,0,相对安全
2005-06-24,898.3,0.0052933737703815265,22.277653099069042,1.15,0.03,,,,,,,-0.5394769832563618,0.0,-0.1899859435475336,-1.0005690736606447,,,-0.0576126811124168,0.06658613811623648,0.5,1.3489815189531906,-0.17659801974432573,44.722,48.34,0,相对安全
2005-06-27,916.04,0.01974841367026614,22.90970959114953,1.83,0.05,,,,,,,0.8614607650609303,1.3489815189531909,-0.04325333320740388,-0.3930807075095389,,,-0.03867022287801436,0.34331121000939746,0.5,1.3489815189531906,0.8791550077368749,74.173,61.26,0,警惕
2005-06-28,903.72,-0.013449194358324923,22.434555839966347,1.34,0.03,,,,,,,-0.21429999757011625,0.0,-0.08397913546881301,-0.8067863746794,,,-0.051169868956662534,0.1658164031390419,0.45,0.6744907594765953,-0.08013988109879694,47.598,54.43,0,相对安全
2005-06-29,898.9,-0.00533351037932106,22.472813111224625,1.05,0.03,,,,,,,-0.11726723694203432,0.0,0.045895750179973424,-0.7350971755455067,,,-0.05576877247976575,0.1015656961625516,0.45,0.6744907594765953,-0.035677225316896995,48.93,51.68,0,相对安全
2005-06-30,878.69,-0.022483034820335868,22.44566562992287,2.25,0.03,,,,,,,-0.18541241328168515,0.0,-0.4632787902354171,0.20332475068279973,,,-0.07638488297599522,-0.2188837715309588,0.45,0.6744907594765953,-0.0522435084296719,48.433,50.06,0,相对安全
