日期,hs300_close,hs300_ret,hs300_turnover_log,hs300_amplitude,hs300_turnover_rate,csi_close,csi_ret,csi_turnover_log,csi_amplitude,margin_total,douyin_search,turnover_heat_z,turnover_rate_heat_z,price_accel_z,amplitude_heat_z,margin_heat_z,search_heat_z,crowding_z,escape_index_0_100,escape_signal,escape_level
2011-05-17,3116.03,0.005021835469575464,24.904062426783387,1.91,0.16,,,,,,,-1.383,-1.181,0.893,1.094,,,-0.54,36.82,0,相对安全
2011-05-18,3139.38,0.007493509369293605,24.630420494657056,1.26,0.12,,,,,,,-2.242,-1.828,1.051,-0.366,,,-1.124,24.52,0,相对安全
2011-05-19,3120.64,-0.005969331524058985,24.679299596863448,1.16,0.13,,,,,,,-1.964,-1.583,-0.349,-0.635,,,-1.323,21.04,0,相对安全
2011-05-20,3121.6,0.00030762920426585794,24.614413019361407,0.65,0.12,,,,,,,-2.087,-1.708,0.359,-1.725,,,-1.319,21.1,0,相对安全
2011-05-23,3022.98,-0.03159277293695539,24.92760655130666,3.01,0.17,,,,,,,-1.009,-0.81,-2.454,2.673,,,-0.997,26.95,0,相对安全
2011-05-24,3026.22,0.0010717900879264608,24.693023502096285,0.99,0.13,,,,,,,-1.712,-1.462,0.42,-0.909,,,-1.029,26.33,0,相对安全
2011-05-25,2990.34,-0.011856375280052234,24.6069798548699,1.42,0.12,,,,,,,-1.898,-1.582,-0.731,-0.164,,,-1.356,20.49,0,相对安全
2011-05-26,2978.38,-0.003999545202217791,24.601659302445153,1.46,0.11,,,,,,,-1.825,-1.676,-0.03,-0.038,,,-1.178,23.55,0,相对安全
2011-05-27,2963.31,-0.0050597976080957174,24.674893984510163,1.16,0.13,,,,,,,-1.539,-1.3,-0.176,-0.507,,,-1.033,26.25,0,相对安全
2011-05-30,2954.51,-0.0029696521794884134,24.483541352701252,1.36,0.11,,,,,,,-2.009,-1.561,0.082,-0.105,,,-1.178,23.54,0,相对安全
2011-05-31,3001.56,0.015924806482292997,24.646295767409704,1.88,0.12,,,,,,,-1.477,-1.36,1.752,0.855,,,-0.437,39.26,0,相对安全
2011-06-01,3004.17,0.0008695478351257169,24.6163114349276,0.69,0.12,,,,,,,-1.503,-1.312,0.293,-1.306,,,-0.974,27.41,0,相对安全
2011-06-02,2955.71,-0.016130911366533884,24.8463330429464,2.05,0.16,,,,,,,-0.819,-0.654,-1.311,1.225,,,-0.717,32.81,0,相对安全
2011-06-03,2986.35,0.010366375591651433,24.620657504178435,1.44,0.12,,,,,,,-1.439,-1.282,1.181,0.101,,,-0.603,35.36,0,相对安全
2011-06-07,3004.26,0.005997287658847883,24.6324675647108,1.08,0.11,,,,,,,-1.354,-1.396,0.746,-0.607,,,-0.781,31.41,0,相对安全
2011-06-08,3008.65,0.0014612583464812534,24.657504010016304,1.56,0.13,,,,,,,-1.238,-1.03,0.357,0.28,,,-0.644,34.44,0,相对安全
2011-06-09,2951.89,-0.018865604174629902,24.737507474284733,1.73,0.14,,,,,,,-0.97,-0.844,-1.418,0.56,,,-0.912,28.65,0,相对安全
2011-06-10,2961.93,0.0034012107497229938,24.653973058874634,1.29,0.13,,,,,,,-1.174,-0.983,0.517,-0.306,,,-0.616,35.08,0,相对安全
2011-06-13,2950.35,-0.003909612988828193,24.573227962563227,1.21,0.12,,,,,,,-1.366,-1.113,-0.098,-0.427,,,-0.887,29.18,0,相对安全
2011-06-14,2993.56,0.014645719999322182,24.915325433611727,1.93,0.17,,,,,,,-0.346,-0.273,1.459,0.903,,,0.234,55.82,0,相对安全
2011-06-15,2963.12,-0.010168495036010694,24.720873721301114,1.2,0.13,,,,,,,-0.889,-0.904,-0.687,-0.444,,,-0.807,30.86,0,相对安全
2011-06-16,2917.58,-0.015368935446421372,24.574841896562805,1.06,0.12,,,,,,,-1.278,-1.042,-1.04,-0.691,,,-1.091,25.15,0,相对安全
2011-06-17,2892.16,-0.008712700251578442,24.66770097124791,1.48,0.12,,,,,,,-0.975,-1.016,-0.438,0.093,,,-0.765,31.75,0,相对安全
2011-06-20,2874.9,-0.005967857933171006,24.539145646210425,1.16,0.12,,,,,,,-1.304,-0.994,-0.17,-0.615,,,-0.86,29.74,0,相对安全
2011-06-21,2909.07,0.011885630804549852,24.638497267190658,1.13,0.13,,,,,,,-0.985,-0.806,1.385,-0.702,,,-0.309,42.33,0,相对安全
2011-06-22,2908.58,-0.00016843871065330696,24.490582689506542,0.92,0.11,,,,,,,-1.359,-1.097,0.178,-1.305,,,-0.883,29.25,0,相对安全
2011-06-23,2957.63,0.016863899222300915,24.735620689186337,2.68,0.14,,,,,,,-0.637,-0.591,1.663,2.832,,,0.242,56.03,0,相对安全
2011-06-24,3027.47,0.02361350135074347,25.376968279658193,3.51,0.26,,,,,,,1.261,1.389,1.952,3.0,,,1.622,83.5,1,强警戒
2011-06-27,3036.49,0.002979385427436032,25.093272428555466,1.21,0.2,,,,,,,0.461,0.453,0.146,-0.502,,,0.3,57.44,0,相对安全
2011-06-28,3041.73,0.0017256766859103934,24.976512414431824,1.08,0.17,,,,,,,0.126,-0.047,0.018,-0.678,,,-0.026,49.36,0,相对安全
2011-06-29,3000.17,-0.013663277148201813,24.845835351272658,1.44,0.16,,,,,,,-0.263,-0.211,-1.194,-0.083,,,-0.463,38.62,0,相对安全
2011-06-30,3044.09,0.014639170447008132,25.025865922280133,1.85,0.19,,,,,,,0.307,0.316,1.167,0.489,,,0.54,63.19,0,警惕
2011-07-01,3049.75,0.0018593405582620903,25.008432465361395,1.22,0.17,,,,,,,0.303,0.009,0.02,-0.478,,,0.069,51.73,0,相对安全
2011-07-04,3121.98,0.02368390851709168,25.354881453426998,1.96,0.24,,,,,,,1.458,1.334,1.764,0.694,,,1.429,80.68,1,强警戒
2011-07-05,3122.5,0.0001665609645160604,25.129982985769438,0.75,0.21,,,,,,,0.741,0.774,-0.152,-1.222,,,0.365,59.03,0,相对安全
2011-07-06,3113.71,-0.002815052041633348,25.061301358792026,1.0,0.19,,,,,,,0.576,0.47,-0.379,-0.768,,,0.19,54.73,0,相对安全
2011-07-07,3101.68,-0.003863558263293654,25.24636388384155,1.25,0.22,,,,,,,1.294,1.184,-0.568,-0.339,,,0.656,65.83,0,警惕
2011-07-08,3109.18,0.002418044414639775,24.900043216161468,1.0,0.16,,,,,,,0.05,-0.082,-0.007,-0.7,,,-0.071,48.23,0,相对安全
2011-07-11,3113.21,0.0012961616889342054,24.854219512112028,1.12,0.15,,,,,,,-0.092,-0.276,-0.13,-0.506,,,-0.197,45.08,0,相对安全
2011-07-12,3056.91,-0.0180842281760627,24.989076587936403,1.13,0.17,,,,,,,0.471,0.231,-1.639,-0.433,,,-0.212,44.72,0,相对安全
2011-07-13,3106.25,0.01614048172828131,24.947099910072826,1.57,0.16,,,,,,,0.345,0.03,1.157,0.225,,,0.433,60.66,0,警惕
2011-07-14,3115.75,0.003058350100603624,25.104648577214775,1.08,0.18,,,,,,,1.054,0.611,-0.026,-0.543,,,0.503,62.32,0,警惕
2011-07-15,3128.89,0.004217283158148177,25.098077116011105,1.07,0.19,,,,,,,1.055,0.913,0.02,-0.522,,,0.617,64.96,0,警惕
2011-07-18,3122.6,-0.0020102975815704527,25.08285552330537,0.78,0.18,,,,,,,1.028,0.669,-0.584,-0.925,,,0.342,58.48,0,相对安全
2011-07-19,3095.12,-0.008800358675462805,24.950188175793713,0.69,0.16,,,,,,,0.453,0.124,-1.105,-1.005,,,-0.168,45.82,0,相对安全
2011-07-20,3091.57,-0.0011469668381193232,24.76510572261693,1.54,0.13,,,,,,,-0.361,-0.713,-0.393,0.216,,,-0.438,39.22,0,相对安全
2011-07-21,3059.14,-0.010489815854080708,24.782719347789087,1.33,0.13,,,,,,,-0.258,-0.689,-1.138,0.002,,,-0.6,35.44,0,相对安全
2011-07-22,3067.99,0.00289296991965049,24.627638620930654,0.77,0.11,,,,,,,-0.964,-1.24,0.229,-1.247,,,-0.781,31.4,0,相对安全
2011-07-25,2968.29,-0.032496846469512564,25.073719657888724,3.0,0.2,,,,,,,1.166,1.428,-2.634,3.0,,,0.456,61.21,0,警惕
2011-07-26,2977.77,0.003193758022295601,24.62646370434645,0.78,0.13,,,,,,,-0.944,-0.63,0.35,-0.919,,,-0.514,37.43,0,相对安全
2011-07-27,3000.05,0.007482109095061196,24.796492653075575,1.72,0.15,,,,,,,-0.13,-0.03,0.633,0.818,,,0.173,54.32,0,相对安全
2011-07-28,2981.0,-0.00634989416843057,24.828856886496016,0.92,0.15,,,,,,,0.05,-0.005,-0.475,-0.597,,,-0.154,46.17,0,相对安全
2011-07-29,2972.08,-0.0029922844682992444,24.71886199868004,1.61,0.14,,,,,,,-0.471,-0.297,-0.157,0.669,,,-0.239,44.05,0,相对安全
2011-08-01,2977.72,0.001897660897418607,24.441779891545636,1.08,0.1,,,,,,,-1.731,-1.447,0.431,-0.255,,,-0.973,27.43,0,相对安全
2011-08-02,2956.38,-0.007166556963045467,24.603494628495127,1.34,0.12,3457.89,,25.594123884536735,0.0,,,1.334,-0.838,-0.457,-1.046,,,-0.036,49.1,0,相对安全
2011-08-03,2954.87,-0.0005107597805424913,24.627135368199475,1.42,0.12,3462.98,0.001471995928152836,25.58696224995766,1.6,,,1.324,-0.838,0.304,0.543,,,0.284,57.04,0,相对安全
2011-08-04,2960.31,0.0018410285393266612,24.44499131959409,1.05,0.1,3473.52,0.0030436213896700703,25.513036487186845,0.93,,,0.719,-1.387,0.469,-0.441,,,-0.142,46.46,0,相对安全
2011-08-05,2897.42,-0.021244396701696755,24.82160270938223,1.63,0.15,3400.43,-0.02104205532140313,25.70930512341405,1.91,,,1.935,0.068,-1.668,0.974,,,0.332,58.22,0,相对安全
2011-08-08,2793.9,-0.035728337624507334,25.150442536003176,4.86,0.22,3257.11,-0.04214761074334705,25.96984470956239,5.25,,,2.942,1.996,-2.561,3.0,,,1.255,77.82,1,强警戒
2011-08-09,2798.19,0.0015354880274884852,25.100949030132853,4.14,0.21,3256.3,-0.00024868671920807994,25.892478193254874,4.63,,,2.492,1.644,0.398,2.376,,,1.676,84.24,1,强警戒
2011-08-10,2824.12,0.009266704548297255,24.951274666831424,1.37,0.18,3294.26,0.01165740257347303,25.86290601072001,1.36,,,2.037,0.806,1.224,-0.206,,,1.236,77.49,1,强警戒
2011-08-11,2866.92,0.015155163378326675,24.96061267165121,3.17,0.18,3348.18,0.016367864103015384,25.86231087873215,3.56,,,1.951,0.78,1.515,1.348,,,1.401,80.24,1,强警戒
2011-08-12,2875.36,0.002943925885619425,24.874111137170445,0.88,0.17,3370.21,0.006579694042733619,25.85524437646309,0.81,,,1.703,0.488,0.673,-0.704,,,0.84,69.85,0,警惕
2011-08-15,2917.88,0.01478771353847863,24.835814142770996,1.66,0.18,3419.9,0.014743888363039748,25.789102784582315,1.48,,,1.46,0.736,1.309,-0.147,,,1.047,74.02,0,警惕
2011-08-16,2897.58,-0.006957105843969025,24.774992145360894,1.5,0.15,3395.64,-0.007093774671774078,25.739851924093205,1.42,,,1.23,-0.078,-0.283,-0.275,,,0.29,57.21,0,相对安全
2011-08-17,2886.01,-0.00399298725143038,24.45835722024603,1.01,0.12,3384.14,-0.0033866958805998104,25.53521449886238,0.92,,,0.304,-0.895,-0.03,-0.661,,,-0.26,43.55,0,相对安全
2011-08-18,2834.25,-0.01793479579072843,24.54720976526141,2.0,0.12,3323.58,-0.017895240740631313,25.552737379517442,1.9,,,0.468,-0.895,-1.019,0.135,,,-0.386,40.47,0,相对安全
2011-08-19,2807.66,-0.00938167063597073,24.603652900768505,1.11,0.13,3292.86,-0.009243045150109208,25.509130793771085,1.05,,,0.468,-0.635,-0.362,-0.612,,,-0.197,45.09,0,相对安全
2011-08-22,2777.79,-0.010638752555508835,24.41555294460837,2.18,0.1,3263.78,-0.00883122877984488,25.39739983561925,2.03,,,-0.08,-1.43,-0.531,0.299,,,-0.611,35.18,0,相对安全
2011-08-23,2821.0,0.01555553155566125,24.318987641539564,1.57,0.1,3316.38,0.016116282347462096,25.381370555874433,1.61,,,-0.31,-1.417,1.401,-0.185,,,-0.241,44.01,0,相对安全
2011-08-24,2810.02,-0.003892236795462578,24.459500568152475,1.44,0.11,3307.9,-0.0025570049270590145,25.53020025310684,1.34,,,0.2,-1.136,-0.016,-0.346,,,-0.345,41.46,0,相对安全
2011-08-25,2903.84,0.033387662721261924,25.05065094805891,3.15,0.22,3397.27,0.02701714078418327,25.823769177221976,2.66,,,1.759,1.748,2.131,0.893,,,1.776,85.52,1,强警戒
2011-08-26,2901.22,-0.0009022535676898036,24.669872430798954,1.05,0.14,3400.34,0.0009036667677282395,25.629866403997855,0.96,,,0.692,-0.356,0.071,-0.731,,,0.069,51.71,0,相对安全
2011-08-29,2852.81,-0.016686083785441896,24.633139598944656,0.98,0.13,3356.71,-0.012831069834193132,25.59913855706151,0.79,,,0.545,-0.627,-0.858,-0.821,,,-0.31,42.31,0,相对安全
2011-08-30,2841.74,-0.003880384603250908,24.60618521713684,2.22,0.13,3336.01,-0.0061667525642667975,25.592737165403715,2.1,,,0.46,-0.641,-0.217,0.213,,,-0.097,47.59,0,相对安全
2011-08-31,2846.78,0.00177356126880035,24.350922441961963,1.11,0.1,3331.98,-0.001208029951948686,25.368263193395755,1.38,,,-0.447,-1.409,0.138,-0.577,,,-0.632,34.7,0,相对安全
2011-09-01,2834.53,-0.004303107370432602,24.282711982748662,1.52,0.09,3313.78,-0.005462217660370028,25.2813089665648,1.58,,,-0.743,-1.615,-0.183,-0.339,,,-0.86,29.74,0,相对安全
2011-09-02,2803.85,-0.010823663887840396,24.187769694464947,1.62,0.09,3276.96,-0.011111178171152036,25.190903871777632,1.67,,,-1.096,-1.568,-0.645,-0.249,,,-1.07,25.54,0,相对安全
2011-09-05,2743.82,-0.02140984717442085,24.307903943872013,1.34,0.1,3203.01,-0.022566647136370244,25.219223489785307,1.43,,,-0.84,-1.295,-1.677,-0.409,,,-1.165,23.77,0,相对安全
2011-09-06,2723.3,-0.007478624691124036,24.24215158468763,1.25,0.09,3179.7,-0.007277529573744834,25.10084540125697,1.22,,,-1.164,-1.487,-0.487,-0.552,,,-1.051,25.9,0,相对安全
2011-09-07,2779.09,0.02048617486138138,24.336792834695743,1.81,0.1,3249.36,0.021907727144070188,25.332913785664744,1.9,,,-0.556,-1.215,1.63,0.387,,,-0.151,46.24,0,相对安全
2011-09-08,2756.1,-0.008272492074744009,24.163986486372202,1.2,0.08,3219.83,-0.009087943471945303,25.26428061330701,1.25,,,-1.036,-1.655,-0.525,-0.561,,,-1.075,25.45,0,相对安全
2011-09-09,2751.09,-0.001817786001959254,24.136000774796457,2.06,0.08,3208.34,-0.003568511381035533,25.12926606520527,1.93,,,-1.343,-1.609,-0.034,0.903,,,-0.917,28.55,0,相对安全
2011-09-13,2720.28,-0.011199197409026973,24.125607232042253,1.0,0.08,3165.22,-0.013439972072785356,25.099831134442372,0.95,,,-1.435,-1.566,-0.701,-1.115,,,-1.269,21.95,0,相对安全
2011-09-14,2733.11,0.0047164262502388254,24.215473761541194,2.2,0.09,3189.48,0.007664554122620348,25.16624938646834,2.17,,,-1.141,-1.302,0.726,1.195,,,-0.533,36.97,0,相对安全
2011-09-15,2729.05,-0.00148548722883457,24.204724645253673,0.92,0.09,3188.57,-0.00028531296637690495,25.19906421191728,0.93,,,-1.136,-1.284,0.152,-1.23,,,-0.871,29.5,0,相对安全
2011-09-16,2733.99,0.0018101537164945114,24.115890308265392,0.99,0.08,3192.08,0.0011008069448059654,25.101836959421373,0.89,,,-1.481,-1.461,0.271,-1.085,,,-1.003,26.83,0,相对安全
2011-09-19,2679.27,-0.02001470378457848,24.11547010322912,1.45,0.09,3129.02,-0.019755143981353807,25.052238638933726,1.51,,,-1.527,-1.23,-1.385,-0.104,,,-1.274,21.86,0,相对安全
2011-09-20,2689.84,0.0039451044500928845,24.029212442146495,1.43,0.08,3143.22,0.004538162108263855,25.03917170484536,1.48,,,-1.649,-1.412,0.468,-0.092,,,-0.911,28.68,0,相对安全
2011-09-21,2771.01,0.03017651607530558,24.803283037238693,3.75,0.17,3236.14,0.029562041473393474,25.65336136176392,3.51,,,0.99,0.671,2.219,2.959,,,1.355,79.5,1,强警戒
2011-09-22,2685.69,-0.030790217285394217,24.590152012430465,2.53,0.14,3139.47,-0.02987200800954226,25.50011175887326,2.49,,,0.281,-0.015,-1.831,1.197,,,-0.27,43.3,0,相对安全
2011-09-23,2669.48,-0.006035692875946186,24.55047870703388,1.85,0.13,3117.81,-0.006899253695687446,25.383316664540317,1.71,,,-0.014,-0.227,-0.173,0.271,,,-0.101,47.48,0,相对安全
2011-09-26,2610.92,-0.021936856616269762,24.42444490333322,2.86,0.12,3057.86,-0.019228240335363522,25.24504481952551,2.61,,,-0.505,-0.443,-1.117,1.536,,,-0.467,38.53,0,相对安全
2011-09-27,2637.88,0.010325862148208298,24.34229430804563,1.5,0.11,3080.89,0.007531410855958098,25.20267136399202,1.38,,,-0.715,-0.657,0.927,-0.422,,,-0.261,43.52,0,相对安全
2011-09-28,2610.59,-0.010345428905029763,24.312212230004935,2.18,0.1,3039.79,-0.013340301016913969,25.205393021090153,2.38,,,-0.744,-0.877,-0.535,0.84,,,-0.604,35.35,0,相对安全
2011-09-29,2588.19,-0.008580435840174094,24.35315360784087,1.45,0.11,2981.47,-0.019185535842936585,25.224204626037654,1.41,,,-0.61,-0.6,-0.625,-0.461,,,-0.598,35.49,0,相对安全
2011-09-30,2581.35,-0.0026427735212639636,24.20070419636374,1.37,0.1,2972.77,-0.002918023659469915,24.984502166673064,1.52,,,-1.318,-0.834,0.153,-0.429,,,-0.715,32.85,0,相对安全
2011-10-10,2557.08,-0.00940205706316466,24.06080971536266,1.67,0.09,2950.19,-0.007595609482065502,24.837117411549418,1.54,,,-1.79,-1.063,-0.261,-0.183,,,-1.031,26.28,0,相对安全
2011-10-11,2551.99,-0.001990551723059175,24.582096740687636,4.26,0.14,2943.76,-0.002179520641043431,25.293512841500398,4.14,,,0.029,0.26,0.128,2.759,,,0.358,58.86,0,相对安全
2011-10-12,2644.76,0.03635202332297549,24.86358440802565,4.85,0.2,3049.38,0.03587928363725301,25.58983261986274,4.82,,,1.082,1.796,2.35,2.654,,,1.768,85.42,1,强警戒
2011-10-13,2662.6,0.006745413572498027,24.75982314844032,1.64,0.18,3079.31,0.009815109956778034,25.59983841143753,1.76,,,0.888,1.259,0.687,-0.322,,,0.861,70.28,0,警惕
2011-10-14,2653.78,-0.00331255164125277,24.342974982671684,1.34,0.12,3067.6,-0.003802799977917104,25.267485244905536,1.33,,,-0.47,-0.26,-0.099,-0.676,,,-0.324,41.96,0,相对安全
2011-10-17,2666.95,0.00496273240434375,24.36352264830592,1.27,0.11,3080.96,0.004355196244621329,25.29241978492288,1.21,,,-0.37,-0.495,0.411,-0.721,,,-0.246,43.89,0,相对安全
2011-10-18,2592.21,-0.028024522394495488,24.398383616119247,2.34,0.12,2992.03,-0.028864379933527196,25.35012273087281,2.4,,,-0.187,-0.207,-1.592,0.283,,,-0.506,37.62,0,相对安全
2011-10-19,2583.08,-0.0035220911885996964,24.192588022215816,1.42,0.09,2979.85,-0.004070814797980105,25.130821953852195,1.33,,,-0.947,-0.982,-0.051,-0.629,,,-0.708,33.0,0,相对安全
2011-10-20,2520.53,-0.02421527788531508,24.39727527895186,2.69,0.12,2901.72,-0.026219440575868003,25.253444965109228,2.88,,,-0.352,-0.17,-1.245,0.638,,,-0.432,39.36,0,相对安全
2011-10-21,2507.88,-0.005018785731572328,24.09368461458957,1.33,0.09,2871.39,-0.010452421322525884,24.975584121632366,1.54,,,-1.384,-0.952,-0.183,-0.714,,,-0.884,29.24,0,相对安全
2011-10-24,2576.67,0.027429542083353242,24.508743983943216,3.16,0.14,2938.16,0.02325354619191411,25.2996334093957,3.21,,,-0.064,0.369,1.569,0.93,,,0.572,63.91,0,警惕
2011-10-25,2625.43,0.018923649516624064,24.775632567255364,2.87,0.18,3003.89,0.022371143845127506,25.616546813720944,3.01,,,0.99,1.468,1.212,0.62,,,1.174,76.39,1,强警戒
2011-10-26,2651.65,0.009986935473427216,24.965086906430333,2.61,0.22,3033.2,0.009757347972129349,25.7895980691333,2.64,,,1.584,2.388,0.728,0.374,,,1.537,82.3,1,强警戒
2011-10-27,2657.48,0.002198631041049781,24.581955980282117,0.96,0.15,3038.43,0.0017242516154556409,25.53008187461088,1.13,,,0.415,0.584,0.184,-1.142,,,0.284,57.05,0,相对安全
2011-10-28,2709.02,0.01939431340969633,25.01246996649338,1.5,0.22,3100.59,0.02045793386716177,25.832439226577577,1.31,,,1.658,2.26,1.189,-0.755,,,1.54,82.35,1,强警戒
2011-10-31,2695.31,-0.005060870720777322,24.68450746875999,1.05,0.15,3100.44,-4.837788936951082e-05,25.664145425135796,0.98,,,0.761,0.526,-0.243,-1.034,,,0.282,57.0,0,相对安全
2011-11-01,2697.53,0.0008236529378811142,24.74982403978517,2.12,0.17,3102.53,0.0006740978699797395,25.678384764227637,1.91,,,0.874,0.986,-0.007,-0.096,,,0.61,64.81,0,警惕
2011-11-02,2742.39,0.016630028210992798,24.902678554653388,3.31,0.2,3155.78,0.017163411796179195,25.86142141019652,3.5,,,1.438,1.652,0.927,1.163,,,1.359,79.55,1,强警戒
2011-11-03,2744.3,0.0006964727846878738,25.228643863874122,1.38,0.26,3164.57,0.0027853652662732653,26.17629739556314,1.34,,,2.412,2.824,-0.087,-0.757,,,1.661,84.03,1,强警戒
2011-11-04,2763.75,0.00708741755638953,24.874319421381426,1.2,0.19,3187.57,0.007267970055963469,25.84679991215053,1.12,,,1.225,1.218,0.236,-0.922,,,0.796,68.92,0,警惕
2011-11-07,2736.25,-0.00995024875621886,24.58949482260945,1.31,0.14,3164.37,-0.0072782715359976935,25.58507374354986,1.25,,,0.329,0.115,-0.798,-0.787,,,-0.117,47.07,0,相对安全
2011-11-08,2727.71,-0.0031210598446779203,24.59164856154697,1.18,0.15,3142.49,-0.0069144885079810425,25.55797654755639,1.37,,,0.324,0.373,-0.55,-0.72,,,0.035,50.87,0,相对安全
2011-11-09,2751.65,0.008776592819617957,24.604504429707095,1.68,0.14,3180.28,0.012025495705634937,25.62024676644979,1.91,,,0.488,0.176,0.612,-0.057,,,0.369,59.13,0,相对安全
2011-11-10,2699.59,-0.018919557356495198,24.670539154812037,1.14,0.16,3127.82,-0.01649540292049756,25.71502576446616,1.04,,,0.797,0.657,-1.315,-0.939,,,0.077,51.94,0,相对安全
2011-11-11,2695.0,-0.0017002581873544198,24.379731061909887,1.07,0.11,3124.66,-0.0010102883158239484,25.472155129094844,1.1,,,-0.135,-0.5,-0.164,-0.918,,,-0.329,41.85,0,相对安全
2011-11-14,2750.2,0.020482374768088896,24.661609183583437,1.37,0.14,3193.56,0.022050399083420213,25.71522064567966,1.43,,,0.849,0.228,1.322,-0.524,,,0.646,65.61,0,警惕
2011-11-15,2744.68,-0.0020071267544178317,24.57300354608752,0.77,0.13,3199.47,0.001850599331153946,25.671842461745236,0.63,,,0.623,0.008,-0.251,-1.286,,,0.04,51.01,0,相对安全
2011-11-16,2670.12,-0.027165279741172,24.781019009827812,3.17,0.17,3115.88,-0.02612620215223138,25.777453643883256,3.04,,,1.209,0.965,-1.978,1.542,,,0.359,58.87,0,相对安全
2011-11-17,2662.02,-0.003033571524875267,24.35458598320254,1.02,0.11,3109.42,-0.002073250574476604,25.451742431090445,1.2,,,-0.196,-0.478,-0.436,-0.742,,,-0.396,40.24,0,相对安全
2011-11-18,2606.5,-0.020856342176242104,24.528804965071128,1.69,0.13,3033.94,-0.02427462356323684,25.502909339510257,1.97,,,0.229,0.0,-1.769,0.108,,,-0.357,41.17,0,相对安全
2011-11-21,2609.69,0.0012238634183772135,24.162895375869255,0.98,0.08,3037.41,0.001143727298496211,25.149165288489836,1.06,,,-1.087,-1.172,-0.004,-0.801,,,-0.821,30.57,0,相对安全
2011-11-22,2609.48,-8.046932777461269e-05,24.185455932451212,1.16,0.09,3035.62,-0.0005893178727929271,25.16164103443121,1.28,,,-0.999,-0.926,-0.042,-0.462,,,-0.691,33.39,0,相对安全
2011-11-23,2584.01,-0.009760565323359338,24.15591548730473,1.49,0.09,3013.38,-0.0073263451947213065,25.14903238549021,1.31,,,-1.055,-0.919,-0.636,-0.129,,,-0.828,30.4,0,相对安全
2011-11-24,2588.92,0.0019001474452498002,24.18570653357531,1.8,0.09,3014.87,0.00049446136896103,25.196412287018518,1.87,,,-0.89,-0.907,0.161,0.469,,,-0.52,37.29,0,相对安全
2011-11-25,2569.97,-0.007319654527756847,24.037792091763656,1.34,0.07,2993.84,-0.006975425142709213,25.105528680533272,1.42,,,-1.29,-1.353,-0.442,-0.218,,,-1.01,26.71,0,相对安全
2011-11-28,2573.32,0.0013035171616790908,24.09673359499529,1.05,0.08,2997.05,0.0010722015872592916,25.109632786026044,1.07,,,-1.135,-1.077,0.274,-0.708,,,-0.728,32.57,0,相对安全
2011-11-29,2608.57,0.013698257503924838,24.27753977797493,1.12,0.09,3041.41,0.01480122120084748,25.310168713698744,1.18,,,-0.417,-0.817,1.302,-0.51,,,-0.128,46.79,0,相对安全
2011-11-30,2521.52,-0.03337077402561561,24.471691811086778,3.63,0.13,2929.29,-0.03686448061918646,25.49063903540825,4.22,,,0.281,0.135,-2.355,3.0,,,-0.2,45.01,0,相对安全
2011-12-01,2583.61,0.024624036295567864,24.915142494870278,2.1,0.19,2995.85,0.02272222961878123,25.74464999310372,2.0,,,1.511,1.502,1.819,0.682,,,1.516,81.99,1,强警戒
2011-12-02,2557.31,-0.010179554963791082,24.224864035378296,1.24,0.1,2951.96,-0.014650266201578832,25.251524197314872,1.58,,,-0.629,-0.61,-0.598,-0.198,,,-0.579,35.91,0,相对安全
2011-12-05,2521.39,-0.014046009283192107,24.212166582231323,1.72,0.1,2887.6,-0.021802463448014286,25.12124533888708,2.3,,,-0.886,-0.616,-0.927,0.563,,,-0.686,33.5,0,相对安全
2011-12-06,2516.34,-0.002002863499894758,23.993250720487804,1.04,0.08,2884.76,-0.0009835157223990754,24.948928049420434,1.24,,,-1.546,-1.072,0.172,-0.598,,,-0.88,29.32,0,相对安全
2011-12-07,2528.23,0.00472511663765629,23.87744229723576,0.98,0.07,2896.42,0.004041930697874285,24.870913171032306,1.06,,,-1.83,-1.288,0.599,-0.699,,,-0.948,27.94,0,相对安全
2011-12-08,2525.0,-0.0012775736384743608,24.04987197569321,2.15,0.08,2894.19,-0.0007699159652260201,25.0845876170362,2.35,,,-1.133,-1.041,0.174,0.848,,,-0.611,35.19,0,相对安全
2011-12-09,2503.46,-0.008530693069306872,23.96105141822804,1.12,0.07,2868.24,-0.008966239258652808,24.895083530414116,1.25,,,-1.566,-1.262,-0.341,-0.561,,,-1.075,25.45,0,相对安全
2011-12-12,2477.69,-0.010293753445231757,23.777287964914436,1.04,0.07,2836.17,-0.011181072713580376,24.778437462000607,1.26,,,-1.995,-1.253,-0.401,-0.586,,,-1.232,22.59,0,相对安全
2011-12-13,2421.93,-0.022504833130859936,24.22789650381023,2.18,0.11,2757.9,-0.027597076338865434,25.114547634972297,2.5,,,-0.711,-0.353,-1.336,0.88,,,-0.615,35.08,0,相对安全
2011-12-14,2397.48,-0.010095254610992033,23.891000204909695,1.7,0.08,2720.68,-0.01349577577142036,24.851182598709844,2.02,,,-1.646,-1.037,-0.447,0.358,,,-0.976,27.36,0,相对安全
2011-12-15,2340.79,-0.023645661277674868,24.2466927094336,1.84,0.11,2654.35,-0.024379934428157668,25.077823382275906,1.86,,,-0.706,-0.357,-1.252,0.293,,,-0.643,34.46,0,相对安全
