日期,hs300_close,hs300_ret,hs300_turnover_log,hs300_amplitude,hs300_turnover_rate,csi_close,csi_ret,csi_turnover_log,csi_amplitude,margin_total,douyin_search,turnover_heat_z,turnover_rate_heat_z,search_heat_z,margin_heat_z,amplitude_heat_z,price_accel_z,ma_spread,ma_spread_z,up_ratio,up_ratio_z,crowding_z,escape_index_raw,escape_index_0_100,escape_signal
2005-02-02,1006.91,0.053308227417751874,23.045938252099365,5.25,0.05,,,,,,,,,,,3.0,1.612727761571745,0.02503210163319225,,0.45,,2.8190514471615318,96.716,70.27,0
2005-02-03,993.22,-0.013596051285616362,23.031565600163656,2.19,0.05,,,,,,,,,,,2.3045100948783657,1.4060531127412617,0.010608172703652885,,0.45,,2.1873200537300477,93.244,81.76,0
2005-02-04,1016.86,0.023801373311048923,22.979793441713745,3.13,0.05,,,,,,,,,,,3.0,1.2324357701239437,0.033169877986362284,,0.45,,2.76944814392921,96.522,89.14,0
2005-02-16,1023.58,0.006608579352123334,22.729890445933854,1.45,0.04,,,,,,,,,,,0.22483025315886454,0.8794092360155938,0.03833642189338016,,0.45,,0.3102101204880031,59.2,74.17,0
2005-02-17,1020.61,-0.0029015807264698434,22.43038625862118,1.36,0.03,,,,,,,,,,,-0.07664667721324911,0.7328018342903577,0.03391892249931039,,0.4,,0.028933563417656127,50.868,62.52,0
2005-02-18,1006.05,-0.014265978189514139,22.295569135815644,1.53,0.02,,,,,,,,,,,0.3645895997170785,0.5661781625994196,0.0184459965873518,,0.4,,0.390883760093036,61.516,62.02,0
2005-02-21,1025.63,0.019462253367128923,22.523719882065624,1.89,0.03,,,,,,,,,,,1.2570055062972896,1.6608767785604366,0.03685020038271292,,0.4,,1.3096843678968306,82.801,72.41,0
2005-02-22,1046.74,0.02058247126156587,23.114116060743875,2.35,0.05,,,,,,,,,,,2.4450290031026567,2.360658789162382,0.056072035163134526,,0.45,,2.4340241925887076,94.887,83.65,0
2005-02-23,1043.94,-0.0026749718172611736,23.142027404746557,1.24,0.06,,,,,,,,,,,-0.6251377770758684,2.650801972272422,0.051380973610566594,,0.45,,-0.1978412880304392,44.092,63.87,0
2005-02-24,1045.46,0.0014560223767650093,22.919795973325424,1.08,0.04,,,,,,,,,,,-0.8571653401681725,2.289219115889979,0.05111772592736252,,0.45,,-0.4467673676388483,36.909,50.39,0
2005-02-25,1046.76,0.0012434717731906186,23.164739552038974,1.29,0.06,,,,,,,,,,,-0.3125688885379342,0.583646442811645,0.05070342127798377,,0.5,,-0.1956712366227717,44.157,47.27,0
2005-02-28,1039.99,-0.006467576139707276,22.826192103599364,1.26,0.04,,,,,,,,,,,-0.49594908785043756,0.6735870697495647,0.042520798216518996,,0.5,,-0.34340089338087204,39.841,43.56,0
2005-03-01,1035.93,-0.003903883691189325,22.56203463178225,1.11,0.03,,,,,,,,,,,-0.932384285158823,-0.15987900322914694,0.03727785104291392,,0.45,,-0.8316227266462565,26.935,35.25,0
2005-03-02,1021.32,-0.014103269525933215,22.917297310749316,2.39,0.04,,,,,,,,,,,3.0,-0.770556684298144,0.021987503838221123,,0.4,,2.5081882585698074,95.302,65.27,0
2005-03-03,1027.71,0.006256609094113408,22.442958429234626,1.34,0.03,,,,,,,,,,,-0.031740741622428036,-0.5030351164827722,0.02757156327550314,,0.45,,-0.09321392095203815,47.206,56.24,0
2005-03-04,1023.67,-0.0039310700489438855,22.406672930660367,0.94,0.02,,,,,,,,,,,-1.3013704065195488,-0.19485488243013943,0.02288155184166163,,0.45,,-1.1570422946817998,19.966,38.1,0
2005-03-07,1029.87,0.006056639346664339,22.39407598832043,0.67,0.02,,,,,,,,,,,-1.7087099240073738,-0.5862081319832877,0.028289951309028005,,0.5,,-1.5622966467868409,13.299,25.7,0
2005-03-08,1048.99,0.018565450008253492,23.01086668487556,1.6,0.04,,,,,,,,,,,0.6953512984294795,-0.6442149498725463,0.04610971126165975,,0.55,,0.5206252660422588,65.13,45.42,0
2005-03-09,1046.54,-0.0023355799387982934,23.01353786442779,1.21,0.05,,,,,,,,,,,-0.3893967271205089,-0.6342466237982365,0.04252835090571483,,0.55,,-0.4213336701654299,37.623,41.52,0
2005-03-10,1022.41,-0.023056930456552105,22.849179107419214,2.59,0.04,,,,,,,,,,,2.88025783776492,-1.2698351059049309,0.018031718708296562,,0.5,,2.3389413668514614,94.304,67.91,0
2005-03-11,1027.43,0.004909967625512435,22.758566993839363,1.09,0.03,,,,,,,,,,,-0.6877160684859402,-1.078876549105551,0.02246956195372163,,0.5,,-0.738737000740672,29.184,48.55,0
2005-03-14,1031.03,0.0035038883427580547,23.04853458944742,2.59,0.04,,,,,,,,,,,3.0,-0.7346358010094787,0.025430908765834204,,0.55,,2.512873591172677,95.327,71.94,0
2005-03-15,1013.52,-0.016983016983016963,22.814044025450706,1.87,0.04,,,,,,,,,,,1.3754321369718805,-1.058222143261937,0.007832389530809225,,0.5,,1.0579989699848606,78.067,75.0,0
2005-03-16,1003.07,-0.01031060067882228,22.690901958701225,1.6,0.03,,,,,,,,,,,0.6612654504672502,-0.8012499306286232,-0.002502244130455189,,0.45,,0.4705025746721362,63.752,69.38,0
2005-03-17,992.86,-0.01017875123371259,22.60044756439176,1.27,0.03,,,,,,,,,,,-0.11902778108410485,-1.001475419498515,-0.012383812556980067,,0.45,,-0.23412964696424526,43.022,56.2,0
2005-03-18,978.66,-0.014302117116209767,22.566192199398728,2.08,0.03,,,,,,,,,,,1.8264971008835238,-1.1341284536844534,-0.025959439170402554,,0.45,,1.4403285502877006,84.921,70.56,0
2005-03-21,981.89,0.0033004312018474202,22.248130126144186,1.04,0.02,,,,,,,,,,,-0.6348148324485602,-1.1731524101373436,-0.02228139568702614,,0.45,,-0.7050327773644884,30.026,50.29,0
2005-03-22,964.02,-0.01819959465927956,22.662770903039803,2.3,0.03,,,,,,,,,,,2.6979630379063804,-1.9422636746112079,-0.03928974486061387,,0.4,,2.0927160754040863,92.493,71.39,0
2005-03-23,959.01,-0.005196987614364823,22.68224103688759,2.01,0.03,,,,,,,,,,,1.6593666472079065,-1.876379058264592,-0.04343536184098962,,0.4,,1.198182424754972,80.812,76.1,0
2005-03-24,964.8,0.006037476147276788,22.586825305256152,1.72,0.03,,,,,,,,,,,0.6612654504672496,-1.0339469346336674,-0.03694897619264792,,0.4,,0.44015079154104303,62.906,69.5,0
2005-03-25,962.96,-0.0019071310116085538,22.172095276386248,0.82,0.02,,,,,,,,,,,-1.3087134139098118,-0.884122795868964,-0.03806815715049183,,0.35,,-1.2533320289479621,18.183,43.84,0
2005-03-28,960.7,-0.002346930298247063,22.14436164162613,1.33,0.02,,,,,,,,,,,-0.2818767353036519,-0.8349483210052602,-0.03959500742036215,,0.35,,-0.35401650735168777,39.536,41.69,0
2005-03-29,955.19,-0.0057354012699073476,22.300624901295073,1.39,0.02,,,,,,,,,,,-0.21140755147773915,-0.6190843144544086,-0.04430507451436838,,0.35,,-0.2645827814312178,42.129,41.91,0
2005-03-30,937.03,-0.019011924329191188,22.420600847519996,1.71,0.03,,,,,,,,,,,0.5686882874018347,-0.6563069434782649,-0.06140852509174355,,0.35,,0.4089063007653,62.027,51.97,0
2005-03-31,942.2,0.00551743273961347,22.239562232545822,1.5,0.02,,,,,,,,,,,-0.13225309009345015,-0.2094927004310361,-0.05528131249921653,,0.35,,-0.14232782187661353,45.741,48.85,0
2005-04-01,978.15,0.0381553810231372,23.036731798105496,5.56,0.05,,,,,,,,,,,3.0,0.6660118684942625,-0.01890413056044593,,0.4,,2.6955667654557733,96.212,72.53,0
2005-04-04,962.17,-0.016336962633542895,22.710660618209126,1.83,0.03,,,,,,,,,,,0.4721435316336168,0.32688199056642187,-0.03435066555322963,,0.35,,0.4531963741031131,63.27,67.9,0
2005-04-05,955.6,-0.006828315162601184,22.526544373079272,1.47,0.03,,,,,,,-0.2900925575187544,0.0,,,-0.4991231620126808,0.5236319642884925,-0.04027840240000191,-0.8552861097772736,0.3,-2.0234722784297867,-0.43993116773728286,37.1,52.5,0
2005-04-06,973.67,0.018909585600669576,22.998238810085642,3.03,0.04,,,,,,,0.8157883020039767,0.6744907594765954,,,3.0,0.9290180197658733,-0.02176965316142976,-0.5055814113999438,0.35,-1.3489815189531913,2.4457336462333124,94.954,73.73,0
2005-04-07,984.73,0.01135908470015523,23.308060098412266,2.67,0.06,,,,,,,1.4645071687036253,2.023472278429786,,,2.526034020784896,1.0210271307175276,-0.010484964834868604,-0.3074588589954094,0.4,-0.6744907594765953,2.1077428065799517,92.617,83.17,0
2005-04-08,1003.45,0.019010287083769173,22.93716722546311,2.45,0.04,,,,,,,0.5884669176617878,0.6744907594765954,,,1.1825487341472778,1.3232724346080669,0.008190609814179517,0.059501197920857125,0.4,-0.6744907594765953,1.0875720165825353,78.669,80.92,0
2005-04-11,995.42,-0.00800239174846784,23.068549458572726,1.59,0.05,,,,,,,0.8400614396717446,1.3489815189531909,,,-0.33724537973829716,1.1550491079751466,0.00012072616228420152,-0.11380065202588598,0.35,-1.3489815189531913,-0.17734988900351017,44.699,62.81,0
2005-04-12,978.7,-0.016796929939121075,22.591918983313295,1.56,0.03,,,,,,,-0.255412574707015,0.0,,,-0.2615372332664349,0.933257207642473,-0.016421913744400163,-0.4788775951826682,0.35,-1.3489815189531913,-0.16165224702378034,45.166,53.99,0
2005-04-13,1000.9,0.022683151118831013,23.028806770137447,1.9,0.05,,,,,,,0.649017834565935,1.3489815189531909,,,0.5484869912227262,1.513732145701232,0.005797615434788739,0.011678686616123117,0.4,-0.6744907594765953,0.600786662008837,67.281,60.63,0
2005-04-14,986.97,-0.013917474273154151,22.779109182927552,2.08,0.04,,,,,,,-0.0151036748911549,0.5058680696074467,,,0.8396721699606602,1.1053831914452965,-0.008077299900137835,-0.23202977938415054,0.4,-0.6744907594765953,0.7725475071884583,71.648,66.14,0
2005-04-15,974.08,-0.013060174068107444,22.601459155691092,1.08,0.03,,,,,,,-0.4694372367186842,-0.16862268986914875,,,-1.7481699276230123,0.14241423347635873,-0.0207245784875999,-0.4844010551002094,0.4,-0.6744907594765953,-1.425901009620555,15.302,40.72,0
2005-04-18,963.77,-0.010584346254927768,22.39645546975903,1.26,0.03,,,,,,,-0.9528969880510255,-0.16862268986914875,,,-1.1059217858084711,0.11796794963846433,-0.030646380600254597,-0.6744907594765952,0.35,-1.3489815189531913,-0.9447752582325868,24.347,32.53,0
2005-04-19,965.89,0.002199694947964792,22.475748602493745,1.14,0.03,,,,,,,-0.7250179492994905,-0.16862268986914875,,,-1.239604639038067,0.20167364933946952,-0.02811246795442013,-0.6426087946823448,0.4,-0.6744907594765953,-1.0198480358281325,22.727,27.63,0
2005-04-20,950.87,-0.01555042499663517,22.39097335844764,1.86,0.03,,,,,,,-0.8672159502509166,-0.16862268986914875,,,0.6092174601724096,-0.3487393135737351,-0.04263454894759555,-0.9490158533004053,0.4,-0.6744907594765953,0.3778397350597613,61.145,44.39,0
2005-04-21,943.98,-0.007245995772292679,22.538195803048055,1.78,0.03,,,,,,,-0.5278183307542925,-0.19271164556474138,,,0.41262964109156447,-0.6799087280037801,-0.048907570060899186,-1.0697287663797748,0.35,-1.3115098100933797,0.15568293289100785,54.657,49.52,0
2005-04-22,939.1,-0.005169601050869721,22.575422505426467,1.37,0.03,,,,,,,-0.4832486380566261,-0.22483025315886485,,,-0.8887407654279835,-1.0760520367072108,-0.053116486003348284,-1.1396589631630416,0.35,-1.116262484981734,-0.9305896794548563,24.662,37.09,0
2005-04-25,930.07,-0.009615589394100676,22.620481287225328,1.69,0.03,,,,,,,-0.4109009151000944,-0.2697963037906378,,,-0.031740741622428036,-1.1025568066670828,-0.06142133439280095,-1.3191463254624998,0.35,-0.8164888141032474,-0.24815139079421478,42.61,39.85,0
2005-04-26,937.08,0.007537067102476147,22.67336336183658,1.62,0.04,,,,,,,-0.1983189218894475,0.6744907594765952,,,-0.25392593297942356,-0.6842293784380857,-0.05365218566147123,-1.061773950745352,0.4,0.0,-0.33833696933337676,39.987,39.92,0
2005-04-27,926.6,-0.011183676953942068,22.584682875567477,1.39,0.03,,,,,,,-0.3754785691119936,0.0,,,-0.7525896895212535,-1.0272217365840242,-0.06343368566034013,-1.172552811745071,0.4,0.0,-0.7839660005943393,28.075,34.0,0
2005-04-28,942.07,0.016695445715519064,22.841424809264705,3.31,0.04,,,,,,,0.35483234124126983,0.89932101263546,,,3.0,-0.5977821391949959,-0.04719806526059245,-0.7831352079370594,0.4,0.0,2.2891093828997477,93.974,63.99,0
2005-04-29,932.4,-0.01026463001687783,22.64798043087185,1.34,0.03,,,,,,,-0.2516497993965297,0.0,,,-0.7796865660004678,-0.5034396509474567,-0.05627989348072204,-0.8996351401782221,0.35,-0.674490759476596,-0.749378490707278,28.92,46.45,0
2005-05-09,909.17,-0.024914199914199964,22.31039606222826,3.03,0.03,,,,,,,-1.2454307696387439,0.0,,,3.0,-0.648517348488708,-0.07884961253762712,-1.2389826318264707,0.35,-0.674490759476596,2.239994063805734,93.631,70.04,0
2005-05-10,913.08,0.0043006258455515756,22.508489112222524,2.32,0.03,,,,,,,-0.6539198432460122,0.0,,,1.272829336431639,-0.5281438499770831,-0.0740102969731683,-1.1272997268011749,0.4,0.0,0.8985212208080025,74.616,72.33,0
2005-05-11,901.85,-0.012299031848249875,22.35804653280791,1.84,0.03,,,,,,,-1.0816630811039867,0.0,,,0.2421248880172398,-0.27676428783299395,-0.0844217045913559,-1.3181751482552047,0.35,-0.674490759476596,0.07434471567677446,52.229,62.28,0
2005-05-12,885.82,-0.017774574485779238,22.532755062046554,1.84,0.03,,,,,,,-0.5656528115436125,0.0,,,0.2598955220001565,-0.3155450939527541,-0.09957635121424258,-1.5870863109668847,0.3,-1.3489815189531913,0.050227245208854715,51.506,56.89,0
2005-05-13,887.54,0.0019417037321352026,22.552388468866585,2.59,0.03,,,,,,,-0.478302718855437,0.0,,,2.1162921077155556,-0.20377046550528682,-0.09675039649970718,-1.4587691253186974,0.3,-1.3489815189531913,1.5551733284772797,86.602,71.75,0
2005-05-16,875.27,-0.013824729026297389,22.255841812853358,1.81,0.02,,,,,,,-1.3186443028314752,-1.79864202527092,,,0.0371279317143083,-0.25164937908612706,-0.10806368640046371,-1.6213614409119181,0.3,-1.3489815189531913,-0.12203309773308024,46.346,59.05,0
2005-05-17,881.46,0.007072103465216584,22.256944886610313,2.29,0.03,,,,,,,-1.216812197371055,0.0,,,1.0722673612192024,-0.19383722482372617,-0.1006663868191835,-1.4534163247126424,0.35,-0.674490759476596,0.7416478829765848,70.889,64.97,0
2005-05-18,883.2,0.001973997685657869,22.25266638590936,2.11,0.02,,,,,,,-1.1131082665633834,-1.79864202527092,,,0.6516266659350152,0.055386816549462224,-0.0978415108270555,-1.3334014130490137,0.35,-0.674490759476596,0.4410429572971991,62.931,63.95,0
2005-05-19,884.17,0.001098278985507184,22.173349825728142,1.89,0.02,,,,,,,-1.214318374597788,-1.3489815189531909,,,0.15519256412735766,-0.2764162490690755,-0.09583244201135521,-1.2139148052169424,0.4,0.0,0.03028836115274995,50.909,57.43,0
2005-05-20,882.76,-0.001594715948290415,22.06755945936042,1.34,0.02,,,,,,,-1.418072865865769,-1.34898151895319,,,-1.1579752861810586,0.023778543441658844,-0.09626386888597871,-1.1534076620442575,0.4,0.0,-0.9811971868340608,23.551,40.49,0
2005-05-23,863.34,-0.02199918437627435,22.038545040457908,2.06,0.02,,,,,,,-1.3783888425259159,-1.348981518953189,,,0.5445429984765172,0.11751235535033135,-0.1149772441950826,-1.4040332203365253,0.4,0.0,0.37953422040642726,61.193,50.84,0
2005-05-24,868.46,0.005930456135473827,22.287281999687874,1.87,0.03,,,,,,,-0.705865678693404,0.0,,,0.05562810387435841,0.16854796104826872,-0.10862967953059588,-1.2017866473788377,0.4,0.0,0.004638906056337093,50.139,50.49,0
2005-05-25,868.45,-1.1514635101184112e-05,22.0429323464638,1.69,0.02,,,,,,,-1.2600538043402212,-1.34898151895319,,,-0.41721077905768805,0.5881663247314084,-0.10756267288293542,-1.1351975898714932,0.4,0.0,-0.31994854377195614,40.518,45.5,0
2005-05-26,857.33,-0.012804421670792765,21.96743515212247,2.06,0.02,,,,,,,-1.4227731056073842,-1.34898151895319,,,0.5701880647121734,0.7575291929453475,-0.11783631678910045,-1.2680329841534332,0.4,0.0,0.4836523057155088,64.116,54.81,0
2005-05-27,849.51,-0.00912134184036495,22.167989179462772,1.93,0.02,,,,,,,-0.9400168499353478,-1.34898151895319,,,0.15870370811214018,0.35699704032516943,-0.12468514728443236,-1.3506155267707847,0.4,0.0,0.10227183499019324,53.064,53.94,0
2005-05-30,855.61,0.0071806099987050676,22.03486799081895,1.93,0.02,,,,,,,-1.2421178673245885,-1.34898151895319,,,0.06348148324485607,1.0664204502048453,-0.11727604209249287,-1.1714810115116128,0.45,0.6744907594765953,0.1404163128291835,54.203,54.07,0
2005-05-31,855.95,0.0003973773097556421,22.004479278873298,1.16,0.02,,,,,,,-1.2247581164152694,-1.34898151895319,,,-2.0860538952884387,0.8241502842397227,-0.115825455437369,-1.1365901422707734,0.45,0.6744907594765953,-1.6065398664512252,12.699,33.38,0
2005-06-01,837.53,-0.02151994859512829,22.175833521298557,2.53,0.02,,,,,,,-0.8007961292449995,-1.34898151895319,,,1.6027503195483457,-0.031020607465300113,-0.1336230209065269,-1.3723118574449347,0.45,0.6744907594765953,1.2300969126548917,81.399,57.39,0
2005-06-02,818.38,-0.02286485260229487,22.375913846273036,2.69,0.03,,,,,,,-0.287070658881401,0.0,,,2.030150404761238,-0.9692481318154004,-0.15207740521988766,-1.603191266332055,0.4,0.0,1.42765098467454,84.725,71.06,0
2005-06-03,818.03,-0.00042767418558620207,22.149923162448342,1.94,0.02,,,,,,,-0.7274090740222955,-1.34898151895319,,,0.015870370811213664,-0.8873334602091987,-0.15110596311587654,-1.5426896270650812,0.4,0.0,-0.17091819992938698,44.89,57.97,0
2005-06-06,839.0,0.025634756671515824,22.26763314751309,3.83,0.03,,,,,,,-0.4195574398947545,0.0,,,3.0,0.9973704638700985,-0.12819412275898745,-1.1706800318359067,0.45,0.6744907594765953,2.481385176856915,95.155,76.56,0
2005-06-07,837.28,-0.002050059594755682,22.704071098289695,2.73,0.04,,,,,,,0.5251291943469564,1.3489815189531904,,,2.5233889589830265,0.6812386179015835,-0.12883759000041628,-1.1355613993170315,0.4,0.0,2.0436817313687596,92.074,84.32,0
2005-06-08,905.77,0.08180059239442006,23.580571570338673,7.69,0.1,,,,,,,2.4714723918908508,3.0,,,3.0,3.0,-0.05703306625462645,-0.08463548749680623,0.45,0.6744907594765953,2.776002948409458,96.548,90.43,0
2005-06-09,912.6,0.007540545613124783,23.60147425403544,3.35,0.1,,,,,,,2.481728585488061,3.0,,,2.320248212599489,3.0,-0.049452741746678575,0.025749942930770438,0.5,1.3489815189531906,2.2579555127947257,93.759,92.1,0
2005-06-10,894.56,-0.019767696690773717,23.208735205795005,2.5,0.07,,,,,,,1.5542784076810987,3.0,,,0.8186922321922814,3.0,-0.06761906426047415,-0.20009226571445043,0.45,0.6744907594765953,1.0251838952524004,77.386,84.74,0
2005-06-13,892.96,-0.0017885888034340214,22.795690338308127,2.51,0.05,,,,,,,0.6238978565849684,1.79864202527092,,,0.6627943879249779,2.985296006356599,-0.06866021065166528,-0.19951219290826047,0.45,0.6744907594765953,0.8987301442416591,74.621,79.68,0
2005-06-14,883.54,-0.010549184733918748,22.76345582518741,2.53,0.04,,,,,,,0.5477603852280464,0.7708465822589661,,,0.6939847120626239,2.1731265480543125,-0.07778912652567038,-0.30936560269081653,0.4,0.0,0.8004946752820759,72.324,76.0,0
2005-06-15,866.83,-0.01891255630758082,22.559410584810653,1.82,0.03,,,,,,,0.08284150196532578,0.0,,,-0.37428388965175236,2.123924377448034,-0.09440915958896712,-0.5306753311382041,0.35,-0.674490759476596,-0.09132467576884595,47.263,61.63,0
2005-06-16,879.24,0.014316532653461334,22.53405462702994,2.04,0.03,,,,,,,0.01843792568266841,0.0,,,-0.03119032413764606,3.0,-0.08073793120998307,-0.3024583449554636,0.35,-0.674490759476596,0.29969010065781204,58.895,60.26,0
2005-06-17,880.34,0.0012510804785952345,22.837767523486065,1.37,0.05,,,,,,,0.6891301521781903,1.3489815189531909,,,-1.076066182748788,3.0,-0.07890273738722964,-0.2458195863546813,0.4,0.0,-0.5131439255167646,35.074,47.67,0
2005-06-20,906.26,0.029443169684440162,23.054524834076105,3.85,0.06,,,,,,,1.162938880908889,2.023472278429786,,,2.393108457351988,2.738963171366081,-0.05132785495551784,0.14179024620754552,0.45,0.6744907594765953,2.2704865815401956,93.846,70.76,0
2005-06-21,896.17,-0.011133670249155903,22.653472856564093,1.32,0.04,,,,,,,0.26635679428153797,0.6744907594765954,,,-1.2392557494689602,0.9395696683307456,-0.06135709757760888,0.0008147202041849726,0.4,0.0,-0.8786155033652695,25.839,48.3,0
2005-06-22,900.65,0.0049990515192430696,22.495230925684282,1.04,0.03,,,,,,,-0.07684797284365155,0.0,,,-1.2966954135674083,-0.27193938750068547,-0.05617857855996389,0.07532996257239284,0.45,0.6744907594765953,-1.0459878364410915,22.18,35.24,0
2005-06-23,893.57,-0.007860989285515929,22.421635146850566,1.34,0.03,,,,,,,-0.21768208727770316,0.0,,,-0.8712172309906021,-0.4624671303849328,-0.06306112530411034,-0.011794986974215141,0.45,0.6744907594765953,-0.7328248670030866,29.33,32.28,0
2005-06-24,898.3,0.0052933737703815265,22.277653099069042,1.15,0.03,,,,,,,-0.5394769832563618,0.0,,,-1.0005690736606447,-0.1899859435475336,-0.0576126811124168,0.06658613811623648,0.5,1.3489815189531906,-0.7794548196798124,28.184,30.23,0
2005-06-27,916.04,0.01974841367026614,22.90970959114953,1.83,0.05,,,,,,,0.8614607650609303,1.3489815189531909,,,-0.3930807075095389,-0.04325333320740388,-0.03867022287801436,0.34331121000939746,0.5,1.3489815189531906,-0.262019959923454,42.204,36.22,0
2005-06-28,903.72,-0.013449194358324923,22.434555839966347,1.34,0.03,,,,,,,-0.21429999757011625,0.0,,,-0.8067863746794,-0.08397913546881301,-0.051169868956662534,0.1658164031390419,0.45,0.6744907594765953,-0.6269810530585277,32.03,34.12,0
2005-06-29,898.9,-0.00533351037932106,22.472813111224625,1.05,0.03,,,,,,,-0.11726723694203432,0.0,,,-0.7350971755455067,0.045895750179973424,-0.05576877247976575,0.1015656961625516,0.45,0.6744907594765953,-0.5572572428223832,33.879,34.0,0
2005-06-30,878.69,-0.022483034820335868,22.44566562992287,2.25,0.03,,,,,,,-0.18541241328168515,0.0,,,0.20332475068279973,-0.4632787902354171,-0.07638488297599522,-0.2188837715309588,0.45,0.6744907594765953,0.11635687992573966,53.485,43.74,0
2005-07-01,859.49,-0.021850709579032457,22.34990039994935,2.0,0.03,,,,,,,-0.3958908685532708,0.0,,,-0.015640365437138454,-0.6296686613995541,-0.09582025944010986,-0.504727006564614,0.45,0.6744907594765953,-0.0930741592615901,47.211,45.48,0
2005-07-04,855.93,-0.0041419911808165955,22.116063886908574,1.55,0.03,,,,,,,-0.8969384564707038,0.0,,,-0.33156784809287176,-0.896408552002277,-0.0988049587626364,-0.524472399623705,0.4,0.0,-0.3990469246957559,38.252,41.86,0
2005-07-05,849.68,-0.007301998995244974,22.233915901452228,1.33,0.02,,,,,,,-0.5597894195643277,-0.8993210126354597,,,-0.5634986091829783,-0.8373430654450581,-0.10459251807429515,-0.6013140546230695,0.4,0.0,-0.5813457579309431,33.234,37.55,0
2005-07-06,842.56,-0.008379625270690139,22.01174493167603,1.86,0.02,,,,,,,-1.0636457682710274,-0.8993210126354597,,,0.05022803528017187,-0.9162234717829081,-0.11126550296153426,-0.6521325034193156,0.35,-0.674490759476596,-0.12260573634507513,46.328,41.94,0
