日期,hs300_close,hs300_pe_ttm,hs300_ret,hs300_turnover_log,hs300_amplitude,hs300_turnover_rate,csi_close,csi_ret,csi_turnover_log,csi_turnover_amt,csi_amplitude,shanghai_close,shanghai_ret,shanghai_amplitude,margin_total,douyin_search,turnover_heat_z,turnover_rate_heat_z,price_accel_z,amplitude_heat_z,margin_heat_z,search_heat_z,pe_valuation_z,ma_spread,ma_spread_z,up_ratio,up_ratio_z,crowding_z,escape_index_raw,escape_index_0_100,escape_signal,escape_level
2005-01-20,956.24,,-0.011341900931545412,22.204722776296233,1.14,0.02,,,,,,1204.39,-0.011263350600520305,1.21,,,,,,,,,,-0.02737729275340095,,0.46153846153846156,,0.0,50.0,50.0,0,相对安全
2005-01-21,982.6,,0.027566301346942268,22.821539694759046,4.27,0.04,,,,,,1234.48,0.024983601657270427,4.04,,,,,,,,,,-0.0005252974687636192,,0.5,,0.0,50.0,50.0,0,相对安全
2005-01-24,998.13,,0.015805007123956827,22.84674358215786,1.59,0.04,,,,,,1255.78,0.01725422850106928,2.12,,,,,,,,,,0.014238817051625219,,0.5333333333333333,,0.0,50.0,50.0,0,相对安全
2005-01-25,997.78,,-0.00035065572620807117,22.540859121166736,1.27,0.03,,,,,,1254.23,-0.0012342926308748225,1.25,,,,,,,,,,0.013004186670423135,,0.5,,0.0,50.0,50.0,0,相对安全
2005-01-26,989.93,,-0.007867465774018312,22.27495607040502,1.1,0.02,,,,,,1241.96,-0.009782894684387977,1.12,,,,,,,,,,0.004736866300844023,,0.47058823529411764,,0.0,50.0,50.0,0,相对安全
2005-01-27,974.63,,-0.015455638277453887,22.132885754954366,1.41,0.02,,,,,,1225.89,-0.012939225095816242,1.39,,,,,,,,,,-0.010198543226454304,,0.4444444444444444,,0.0,50.0,50.0,0,相对安全
2005-01-28,969.21,,-0.005561084719329368,21.91139894329465,1.07,0.02,,,,,,1213.67,-0.009968267952263243,1.42,,,,,,,,,,-0.014888748969551169,,0.42105263157894735,,0.0,50.0,50.0,0,相对安全
2005-01-31,954.88,,-0.014785237461437672,22.07485839549941,1.31,0.02,,,,,,1191.82,-0.018003246351973923,1.7,,,,,,,,,,-0.028022428529040022,,0.4,,0.0,50.0,50.0,0,相对安全
2005-02-01,955.95,,0.0011205596514745064,22.176215259236297,1.33,0.02,,,,,,1188.93,-0.0024248628148544338,1.33,,,,,,,,,,-0.025683673281194808,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-02,1006.91,,0.053308227417751874,23.045938252099365,5.25,0.05,,,,,,1252.5,0.053468244556029276,5.35,,,,,,,,,,0.02503210163319225,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-03,993.22,,-0.013596051285616362,23.031565600163656,2.19,0.05,,,,,,1242.31,-0.008135728542914222,2.63,,,,,,,,,,0.010608172703652885,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-04,1016.86,,0.023801373311048923,22.979793441713745,3.13,0.05,,,,,,1269.0,0.021484170617639853,3.1,,,,,,,,,,0.033169877986362284,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-16,1023.58,,0.006608579352123334,22.729890445933854,1.45,0.04,,,,,,1278.88,0.0077856579984241225,1.67,,,,,,,,,,0.03833642189338016,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-17,1020.61,,-0.0029015807264698434,22.43038625862118,1.36,0.03,,,,,,1276.13,-0.002150319029150527,1.28,,,,,,,,,,0.03391892249931039,,0.4,,0.0,50.0,50.0,0,相对安全
2005-02-18,1006.05,,-0.014265978189514139,22.295569135815644,1.53,0.02,,,,,,1258.97,-0.013446905879495152,1.57,,,,,,,,,,0.0184459965873518,,0.4,,0.0,50.0,50.0,0,相对安全
2005-02-21,1025.63,,0.019462253367128923,22.523719882065624,1.89,0.03,,,,,,1284.48,0.02026259561387489,2.02,,,,,,,,,,0.03685020038271292,,0.4,,0.0,50.0,50.0,0,相对安全
2005-02-22,1046.74,,0.02058247126156587,23.114116060743875,2.35,0.05,,,,,,1309.28,0.019307424015944097,2.32,,,,,,,,,,0.056072035163134526,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-23,1043.94,,-0.0026749718172611736,23.142027404746557,1.24,0.06,,,,,,1309.47,0.00014511792741056517,1.33,,,,,,,,,,0.051380973610566594,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-24,1045.46,,0.0014560223767650093,22.919795973325424,1.08,0.04,,,,,,1309.95,0.00036656051685035607,1.07,,,,,,,,,,0.05111772592736252,,0.45,,0.0,50.0,50.0,0,相对安全
2005-02-25,1046.76,,0.0012434717731906186,23.164739552038974,1.29,0.06,,,,,,1312.44,0.0019008359097676397,1.32,,,,,,,,,,0.05070342127798377,,0.5,,0.0,50.0,50.0,0,相对安全
2005-02-28,1039.99,,-0.006467576139707276,22.826192103599364,1.26,0.04,,,,,,1306.0,-0.004906890981683065,1.24,,,,,,,,,,0.042520798216518996,,0.5,,0.0,50.0,50.0,0,相对安全
2005-03-01,1035.93,,-0.003903883691189325,22.56203463178225,1.11,0.03,,,,,,1303.41,-0.0019831546707502756,1.0,,,,,,,,,,0.03727785104291392,,0.45,,0.0,50.0,50.0,0,相对安全
2005-03-02,1021.32,,-0.014103269525933215,22.917297310749316,2.39,0.04,,,,,,1287.45,-0.01224480401408612,2.36,,,,,,,,,,0.021987503838221123,,0.4,,0.0,50.0,50.0,0,相对安全
2005-03-03,1027.71,,0.006256609094113408,22.442958429234626,1.34,0.03,,,,,,1294.34,0.005351664142296597,1.43,,,,,,,,,,0.02757156327550314,,0.45,,0.0,50.0,50.0,0,相对安全
2005-03-04,1023.67,,-0.0039310700489438855,22.406672930660367,0.94,0.02,,,,,,1287.71,-0.005122301713614608,1.01,,,,,,,,,,0.02288155184166163,,0.45,,0.0,50.0,50.0,0,相对安全
2005-03-07,1029.87,,0.006056639346664339,22.39407598832043,0.67,0.02,,,,,,1293.74,0.0046827313603217124,0.71,,,,,,,,,,0.028289951309028005,,0.5,,0.0,50.0,50.0,0,相对安全
2005-03-08,1048.99,,0.018565450008253492,23.01086668487556,1.6,0.04,,,,,,1318.27,0.018960533028274495,1.7,,,,,,,,,,0.04610971126165975,,0.55,,0.0,50.0,50.0,0,相对安全
2005-03-09,1046.54,,-0.0023355799387982934,23.01353786442779,1.21,0.05,,,,,,1316.79,-0.0011226835170337068,1.2,,,,,,,,,,0.04252835090571483,,0.55,,0.0,50.0,50.0,0,相对安全
2005-03-10,1022.41,,-0.023056930456552105,22.849179107419214,2.59,0.04,,,,,,1286.23,-0.023207952672787524,2.61,,,,,,,,,,0.018031718708296562,,0.5,,0.0,50.0,50.0,0,相对安全
2005-03-11,1027.43,,0.004909967625512435,22.758566993839363,1.09,0.04,,,,,,1289.94,0.002884398591231685,1.12,,,,,,,,,,0.02246956195372163,,0.5,,0.0,50.0,50.0,0,相对安全
2005-03-14,1031.03,,0.0035038883427580547,23.04853458944742,2.59,0.04,,,,,,1293.5,0.002759818286121707,2.53,,,,,,,,,,0.025430908765834204,,0.55,,0.0,50.0,50.0,0,相对安全
2005-03-15,1013.52,,-0.016983016983016963,22.814044025450706,1.87,0.04,,,,,,1269.14,-0.01883262466177027,2.06,,,,,,,,,,0.007832389530809225,,0.5,,0.0,50.0,50.0,0,相对安全
2005-03-16,1003.07,,-0.01031060067882228,22.690901958701225,1.6,0.03,,,,,,1255.59,-0.010676521108782477,1.6,,,,,,,,,,-0.002502244130455189,,0.45,,0.0,50.0,50.0,0,相对安全
2005-03-17,992.86,,-0.01017875123371259,22.60044756439176,1.27,0.03,,,,,,1243.47,-0.009652832532912714,1.22,,,,,,,,,,-0.012383812556980067,,0.45,,0.0,50.0,50.0,0,相对安全
2005-03-18,978.66,,-0.014302117116209767,22.566192199398728,2.08,0.03,,,,,,1227.4,-0.01292351242892864,1.96,,,,,,,,,,-0.025959439170402554,,0.45,,0.0,50.0,50.0,0,相对安全
2005-03-21,981.89,,0.0033004312018474202,22.248130126144186,1.04,0.02,,,,,,1231.05,0.002973765683558671,0.98,,,,,,,,,,-0.02228139568702614,,0.45,,0.0,50.0,50.0,0,相对安全
2005-03-22,964.02,,-0.01819959465927956,22.662770903039803,2.3,0.03,,,,,,1206.92,-0.019601153486860756,2.38,,,,,,,,,,-0.03928974486061387,,0.4,,0.0,50.0,50.0,0,相对安全
2005-03-23,959.01,,-0.005196987614364823,22.68224103688759,2.01,0.03,,,,,,1201.65,-0.004366486593974761,1.96,,,,,,,,,,-0.04343536184098962,,0.4,,0.0,50.0,50.0,0,相对安全
2005-03-24,964.8,,0.006037476147276788,22.586825305256152,1.72,0.03,,,,,,1208.19,0.005442516539757802,1.75,,,,,,,,,,-0.03694897619264792,,0.4,,0.0,50.0,50.0,0,相对安全
2005-03-25,962.96,,-0.0019071310116085538,22.172095276386248,0.82,0.02,,,,,,1205.63,-0.0021188720317167897,0.93,,,,,,,,,,-0.03806815715049183,,0.35,,0.0,50.0,50.0,0,相对安全
2005-03-28,960.7,,-0.002346930298247063,22.14436164162613,1.33,0.02,,,,,,1200.11,-0.004578519114488033,1.61,,,,,,,,,,-0.03959500742036215,,0.35,,0.0,50.0,50.0,0,相对安全
2005-03-29,955.19,,-0.0057354012699073476,22.300624901295073,1.39,0.02,,,,,,1195.02,-0.004241277882860661,1.22,,,,,,,,,,-0.04430507451436838,,0.35,,0.0,50.0,50.0,0,相对安全
2005-03-30,937.03,,-0.019011924329191188,22.420600847519996,1.71,0.03,,,,,,1172.57,-0.018786296463657592,1.73,,,,,,,,,,-0.06140852509174355,,0.35,,0.0,50.0,50.0,0,相对安全
2005-03-31,942.2,,0.00551743273961347,22.239562232545822,1.5,0.02,,,,,,1181.24,0.007394014856255904,1.66,,,,,,,,,,-0.05528131249921653,,0.35,,0.0,50.0,50.0,0,相对安全
2005-04-01,978.15,,0.0381553810231372,23.036731798105496,5.56,0.05,,,,,,1223.57,0.035835224001896204,5.44,,,,,,,,,,-0.01890413056044593,,0.4,,0.0,50.0,50.0,0,相对安全
2005-04-04,962.17,,-0.016336962633542895,22.710660618209126,1.83,0.03,,,,,,1202.97,-0.01683597996028008,1.74,,,,,,,,,,-0.03435066555322963,,0.35,,0.0,50.0,50.0,0,相对安全
2005-04-05,955.6,,-0.006828315162601184,22.526544373079272,1.47,0.03,,,,,,1191.74,-0.009335228642443294,1.67,,,-0.2900925575187544,0.0,,0.06423721518824721,,,,-0.04027840240000191,-0.8552861097772736,0.3,-2.0234722784297867,-0.5776612490758648,33.332,46.97,0,相对安全
2005-04-06,973.67,,0.018909585600669576,22.998238810085642,3.03,0.04,,,,,,1214.87,0.019408595834661924,3.06,,,0.8157883020039767,0.6744907594765954,0.39312386020041323,3.0,,,,-0.02176965316142976,-0.5055814113999438,0.35,-1.3489815189531913,0.5232938087227683,65.203,50.28,0,相对安全
2005-04-07,984.73,,0.01135908470015523,23.308060098412266,2.67,0.06,,,,,,1225.49,0.008741676064105697,2.83,,,1.4645071687036253,2.023472278429786,0.5395207414225739,2.550418184270875,,,,-0.010484964834868604,-0.3074588589954094,0.4,-0.6744907594765953,0.9950713255597243,76.747,55.1,0,相对安全
2005-04-08,1003.45,14.98,0.019010287083769173,22.93716722546311,2.45,0.05,,,,,,1248.52,0.018792483006797367,2.48,,,0.5884669176617878,1.3489815189531909,1.0473542972070384,2.0867057871307164,,,,0.008190609814179517,0.059501197920857125,0.4,-0.6744907594765953,0.7601355490078062,71.344,58.05,0,相对安全
2005-04-11,995.42,15.12,-0.00800239174846784,23.068549458572726,1.59,0.05,,,,,,1240.97,-0.00604715983724724,1.4,,,0.8400614396717446,1.3489815189531909,0.8588724893732866,0.22131728045325819,,,,0.00012072616228420152,-0.11380065202588598,0.35,-1.3489815189531913,0.36210943032748266,60.696,58.53,0,相对安全
2005-04-12,978.7,14.75,-0.016796929939121075,22.591918983313295,1.56,0.03,,,,,,1219.51,-0.017292924083579853,1.66,,,-0.255412574707015,0.0,0.6105999454875422,0.15808377175232735,,,,-0.016421913744400163,-0.4788775951826682,0.35,-1.3489815189531913,-0.21206786388919363,43.672,55.83,0,相对安全
2005-04-13,1000.9,15.12,0.022683151118831013,23.028806770137447,1.9,0.05,,,,,,1248.2,0.023525842346516335,2.08,,,0.649017834565935,1.3489815189531909,1.6211431497831599,0.8325745312289221,,,,0.005797615434788739,0.011678686616123117,0.4,-0.6744907594765953,0.6597545846231565,68.82,58.19,0,相对安全
2005-04-14,986.97,14.99,-0.013917474273154151,22.779109182927552,2.08,0.04,,,,,,1234.33,-0.011112001281845973,1.63,,,-0.0151036748911549,0.3372453797382978,1.1043232679319908,1.1803588290840414,,,,-0.008077299900137835,-0.23202977938415054,0.4,-0.6744907594765953,0.27397518295603307,58.146,58.18,0,相对安全
2005-04-15,974.08,14.79,-0.013060174068107444,22.601459155691092,1.08,0.03,,,,,,1216.96,-0.014072411753744851,1.34,,,-0.4694372367186842,-0.3372453797382976,-0.0763957197566164,-0.9131567205221597,,,,-0.0207245784875999,-0.4844010551002094,0.4,-0.6744907594765953,-0.4856611577579705,35.829,54.12,0,相对安全
2005-04-18,963.77,14.61,-0.010584346254927768,22.39645546975903,1.26,0.03,,,,,,1197.73,-0.01580166973442021,1.76,,,-0.9528969880510255,-0.3372453797382976,0.06502160586535707,-0.5480237420747335,,,,-0.030646380600254597,-0.6744907594765952,0.35,-1.3489815189531913,-0.6337157499039718,31.855,50.07,0,相对安全
2005-04-19,965.89,14.58,0.002199694947964792,22.475748602493745,1.14,0.03,,,,,,1199.9,0.0018117605804313097,0.94,,,-0.7250179492994905,-0.3372453797382976,0.30510213476213277,-0.7575050067967917,,,,-0.02811246795442013,-0.6426087946823448,0.4,-0.6744907594765953,-0.47651255192166686,36.082,47.53,0,相对安全
2005-04-20,950.87,14.39,-0.01555042499663517,22.39097335844764,1.86,0.03,,,,,,1184.19,-0.013092757729810889,1.69,,,-0.8672159502509166,-0.3372453797382976,-0.6005525067655295,0.725588544285429,,,,-0.04263454894759555,-0.9490158533004053,0.4,-0.6744907594765953,-0.46216111349901834,36.48,45.52,0,相对安全
2005-04-21,943.98,14.3,-0.007245995772292679,22.538195803048055,1.78,0.03,,,,,,1172.56,-0.0098210591205804,1.9,,,-0.5278183307542925,-0.3372453797382976,-1.0525274320602924,0.5499693884963006,,,,-0.048907570060899186,-1.0697287663797748,0.35,-1.3115098100933797,-0.6100194243312129,32.475,43.15,0,相对安全
2005-04-22,939.1,14.33,-0.005169601050869721,22.575422505426467,1.37,0.03,,,,,,1169.19,-0.0028740533533464507,1.24,,,-0.4832486380566261,-0.3372453797382976,-1.5711584033807717,-0.3056286253878322,,,,-0.053116486003348284,-1.1396589631630416,0.35,-1.116262484981734,-0.7935886152549283,27.842,40.36,0,相对安全
2005-04-25,930.07,14.15,-0.009615589394100676,22.620481287225328,1.69,0.04,,,,,,1157.97,-0.009596387242449933,1.7,,,-0.4109009151000944,2.3401099095869516e-16,-1.5401410043944612,0.3056286253878322,,,,-0.06142133439280095,-1.3191463254624998,0.35,-0.8164888141032474,-0.5975036403765377,32.805,38.99,0,相对安全
2005-04-26,937.08,14.28,0.007537067102476147,22.67336336183658,1.62,0.04,,,,,,1165.33,0.006355950499581153,1.51,,,-0.1983189218894475,2.3401099095869516e-16,-0.9578400954290057,0.15808377175232735,,,,-0.05365218566147123,-1.061773950745352,0.4,0.0,-0.3245275271975138,40.385,39.24,0,相对安全
2005-04-27,926.6,14.09,-0.011183676953942068,22.584682875567477,1.39,0.03,,,,,,1148.76,-0.014219148224108191,1.55,,,-0.3754785691119936,-0.44966050631773,-1.61704143431624,-0.2676550632843636,,,,-0.06343368566034013,-1.172552811745071,0.4,0.0,-0.6290266390204353,31.977,37.92,0,相对安全
2005-04-28,942.07,14.3,0.016695445715519064,22.841424809264705,3.31,0.04,,,,,,1169.12,0.017723458337685738,3.22,,,0.35483234124126983,0.6744907594765952,-0.8209245368155311,3.0,,,,-0.04719806526059245,-0.7831352079370594,0.4,0.0,0.41270678940688327,62.134,42.32,0,相对安全
2005-04-29,932.4,13.99,-0.01026463001687783,22.64798043087185,1.34,0.03,,,,,,1159.15,-0.008527781579307336,1.22,,,-0.2516497993965297,-0.6744907594765948,-0.6804906063878758,-0.4389543037863552,,,,-0.05627989348072204,-0.8996351401782221,0.35,-0.674490759476596,-0.5924994628339162,32.938,40.62,0,相对安全
2005-05-09,909.17,13.71,-0.024914199914199964,22.31039606222826,3.03,0.03,,,,,,1130.83,-0.024431695639046014,3.02,,,-1.2454307696387439,-0.6744907594765948,-0.9354973500670293,3.0,,,,-0.07884961253762712,-1.2389826318264707,0.35,-0.674490759476596,-0.3459804081175799,39.767,40.46,0,相对安全
2005-05-10,913.08,13.81,0.0043006258455515756,22.508489112222524,2.32,0.03,,,,,,1135.56,0.004182768409044746,2.42,,,-0.6539198432460122,-0.674490759476595,-0.8947300648115255,1.5281431269391599,,,,-0.0740102969731683,-1.1272997268011749,0.4,0.0,-0.3314461412425846,40.186,40.41,0,相对安全
2005-05-11,901.85,13.64,-0.012299031848249875,22.35804653280791,1.84,0.03,,,,,,1124.27,-0.009942231145866343,1.61,,,-1.0816630811039867,-0.6744907594765952,-0.836008191310108,0.5058680696074462,,,,-0.0844217045913559,-1.3181751482552047,0.35,-0.674490759476596,-0.6950766661784907,30.278,38.57,0,相对安全
2005-05-12,885.82,13.32,-0.017774574485779238,22.532755062046554,1.84,0.03,,,,,,1103.99,-0.018038371565549216,2.05,,,-0.5656528115436125,-0.6744907594765952,-1.0211360726886183,0.4924853164432281,,,,-0.09957635121424258,-1.5870863109668847,0.3,-1.3489815189531913,-0.7715227769139578,28.377,36.72,0,相对安全
2005-05-13,887.54,13.33,0.0019417037321352026,22.552388468866585,2.59,0.03,,,,,,1107.63,0.003297131314595303,2.44,,,-0.478302718855437,0.0,-0.8368345175741649,2.065627950897072,,,,-0.09675039649970718,-1.4587691253186974,0.3,-1.3489815189531913,-0.3348977860797351,40.086,37.33,0,相对安全
2005-05-16,875.27,13.16,-0.013824729026297389,22.255841812853358,1.81,0.03,,,,,,1095.47,-0.01097839531251421,2.1,,,-1.3186443028314752,0.0,-0.8087752086025679,0.4282481012549809,,,,-0.10806368640046371,-1.6213614409119181,0.3,-1.3489815189531913,-0.7691039147310832,28.436,35.71,0,相对安全
2005-05-17,881.46,13.15,0.007072103465216584,22.256944886610313,2.29,0.03,,,,,,1099.64,0.0038065853012863027,2.21,,,-1.216812197371055,0.0,-0.711986239218588,1.4332928638877644,,,,-0.1006663868191835,-1.4534163247126424,0.35,-0.674490759476596,-0.45040241634367395,36.808,35.91,0,相对安全
2005-05-18,883.2,13.15,0.001973997685657869,22.25266638590936,2.11,0.02,,,,,,1102.96,0.003019169910152275,1.69,,,-1.1131082665633834,-1.3489815189531904,-0.488662016548532,0.9590415486307833,,,,-0.0978415108270555,-1.3334014130490137,0.35,-0.674490759476596,-0.7100192111290886,29.901,34.82,0,相对安全
2005-05-19,884.17,13.15,0.001098278985507184,22.173349825728142,1.89,0.02,,,,,,1103.47,0.00046239210850806955,2.19,,,-1.214318374597788,-1.3489815189531904,-0.7018796007758589,0.4004788884392282,,,,-0.09583244201135521,-1.2139148052169424,0.4,0.0,-0.7260677514603533,29.499,33.85,0,相对安全
2005-05-20,882.76,13.12,-0.001594715948290415,22.06755945936042,1.34,0.02,,,,,,1099.27,-0.0038061750659283966,1.26,,,-1.418072865865769,-1.3489815189531904,-0.5566695585016318,-0.7588021044111691,,,,-0.09626386888597871,-1.1534076620442575,0.4,0.0,-0.9119534316893474,25.08,32.26,0,相对安全
2005-05-23,863.34,12.79,-0.02199918437627435,22.038545040457908,2.06,0.02,,,,,,1070.84,-0.025862617919164554,2.35,,,-1.3783888425259159,-1.3489815189531904,-0.5010004525449104,0.7588021044111697,,,,-0.1149772441950826,-1.4040332203365253,0.4,0.0,-0.7008376185106384,30.132,31.87,0,相对安全
2005-05-24,868.46,12.75,0.005930456135473827,22.287281999687874,1.87,0.03,,,,,,1073.85,0.0028108774420081417,1.92,,,-0.705865678693404,0.0,-0.3735952028839896,0.35832321597194144,,,,-0.10862967953059588,-1.2017866473788377,0.4,0.0,-0.322983189639637,40.43,33.43,0,相对安全
2005-05-25,868.45,12.72,-1.1514635101184112e-05,22.0429323464638,1.69,0.02,,,,,,1072.14,-0.0015924011733480237,1.61,,,-1.2600538043402212,-1.3489815189531904,-0.028918934585170496,-0.021077836233643614,,,,-0.10756267288293542,-1.1351975898714932,0.4,0.0,-0.6840751561241649,30.557,32.91,0,相对安全
2005-05-26,857.33,12.56,-0.012804421670792765,21.96743515212247,2.06,0.02,,,,,,1058.87,-0.012377114929020605,2.02,,,-1.4227731056073842,-1.3489815189531904,0.06161120369635157,0.7271853500607045,,,,-0.11783631678910045,-1.2680329841534332,0.4,0.0,-0.606758417091861,32.561,32.84,0,相对安全
2005-05-27,849.51,12.47,-0.00912134184036495,22.167989179462772,1.93,0.02,,,,,,1051.95,-0.006535268729872312,1.71,,,-0.9400168499353478,-1.3489815189531904,-0.06775221071196458,0.37940105220558457,,,,-0.12468514728443236,-1.3506155267707847,0.4,0.0,-0.6000330225212058,32.738,32.82,0,相对安全
2005-05-30,855.61,12.57,0.0071806099987050676,22.03486799081895,1.93,0.02,,,,,,1060.16,0.007804553448357954,1.96,,,-1.2421178673245885,-1.3489815189531904,0.334789069260435,0.2845507891541886,,,,-0.11727604209249287,-1.1714810115116128,0.45,0.6744907594765953,-0.47946532714886425,36.0,33.4,0,相对安全
2005-05-31,855.95,12.58,0.0003973773097556421,22.004479278873298,1.16,0.02,,,,,,1060.74,0.0005470872321158282,1.2,,,-1.2247581164152694,-1.3489815189531904,0.20526631423334218,-1.2881252098274822,,,,-0.115825455437369,-1.1365901422707734,0.45,0.6744907594765953,-0.7326358188613682,29.335,32.66,0,相对安全
2005-06-01,837.53,12.3,-0.02151994859512829,22.175833521298557,2.53,0.02,,,,,,1039.19,-0.020316005807266557,2.62,,,-0.8007961292449995,-1.3489815189531904,-0.19503120844948513,1.4909795735798412,,,,-0.1336230209065269,-1.3723118574449347,0.45,0.6744907594765953,-0.3213991989362647,40.476,34.08,0,相对安全
2005-06-02,818.38,12.02,-0.02286485260229487,22.375913846273036,2.69,0.03,,,,,,1016.06,-0.02225771995496506,2.69,,,-0.287070658881401,0.0,-0.6314483031894941,1.6765913164132495,,,,-0.15207740521988766,-1.603191266332055,0.4,0.0,-0.14105947334000782,45.778,36.21,0,相对安全
2005-06-03,818.03,11.98,-0.00042767418558620207,22.149923162448342,1.94,0.02,,,,,,1013.64,-0.002381749109304554,1.91,,,-0.7274090740222955,-1.3489815189531904,-0.6067201114891112,0.21299708193997732,,,,-0.15110596311587654,-1.5426896270650812,0.4,0.0,-0.6972155227436265,30.224,35.12,0,相对安全
2005-06-06,839.0,12.26,0.025634756671515824,22.26763314751309,3.83,0.03,,,,,,1034.38,0.02046091314470644,3.61,,,-0.4195574398947545,0.0,0.2908737690327903,3.0,,,,-0.12819412275898745,-1.1706800318359067,0.45,0.6744907594765953,0.34926733797000553,60.327,39.7,0,相对安全
2005-06-07,837.28,12.19,-0.002050059594755682,22.704071098289695,2.73,0.04,,,,,,1030.94,-0.0033256636825925723,2.52,,,0.5251291943469564,1.3489815189531909,0.13754660651953993,1.6958624809697238,,,,-0.12883759000041628,-1.1355613993170315,0.4,0.0,0.4677670891996025,63.676,44.06,0,相对安全
2005-06-08,905.77,13.22,0.08180059239442006,23.580571570338673,7.69,0.1,,,,,,1115.58,0.08209983122199138,7.62,,,2.4714723918908508,3.0,1.5967234278946767,3.0,,,,-0.05703306625462645,-0.08463548749680623,0.45,0.6744907594765953,1.8501414138058507,90.205,52.45,0,相对安全
2005-06-09,912.6,13.39,0.007540545613124783,23.60147425403544,3.35,0.1,,,,,,1131.05,0.013867226016959888,3.83,,,2.481728585488061,3.0,1.9440791746971045,2.801730847056626,,,,-0.049452741746678575,0.025749942930770438,0.5,1.3489815189531906,1.9958003408458107,91.644,59.58,0,相对安全
2005-06-10,894.56,13.09,-0.019767696690773717,23.208735205795005,2.5,0.07,,,,,,1108.29,-0.02012289465540873,2.54,,,1.5542784076810987,3.0,1.6569262920260455,1.1803588290840414,,,,-0.06761906426047415,-0.20009226571445043,0.45,0.6744907594765953,1.3853125576113239,84.056,64.03,0,警惕
2005-06-13,892.96,13.06,-0.0017885888034340214,22.795690338308127,2.51,0.05,,,,,,1106.29,-0.0018045818332746988,2.37,,,0.6238978565849684,2.697963037906381,1.4504728334158326,1.1990946835139464,,,,-0.06866021065166528,-0.19951219290826047,0.45,0.6744907594765953,1.1195188002480463,79.305,66.81,0,警惕
