idx,tp,fp,total_signals,score,turnover_heat_z,turnover_rate_heat_z,search_heat_z,margin_heat_z,price_accel_z,amplitude_heat_z,ma_spread_z,up_ratio_z
576,0,24,24,-24.0,0.1,0.1,0.3,0.3,0.06,0.1,0.025,0.015
577,0,39,39,-39.0,0.1,0.1,0.3,0.3,0.12,0.0,0.05,0.03
578,0,48,48,-48.0,0.1,0.1,0.3,0.4,0.0,0.1,0.0,0.0
579,0,69,69,-69.0,0.1,0.1,0.3,0.4,0.06,0.0,0.025,0.015
580,0,144,144,-144.0,0.1,0.1,0.3,0.5,0.0,0.0,0.0,0.0
581,1,25,26,75.0,0.1,0.1,0.4,0.0,0.0,0.4,0.0,0.0
582,1,22,23,78.0,0.1,0.1,0.4,0.0,0.06,0.3,0.025,0.015
583,1,27,28,73.0,0.1,0.1,0.4,0.0,0.12,0.2,0.05,0.03
584,1,38,39,62.0,0.1,0.1,0.4,0.0,0.18,0.1,0.075,0.045
585,1,54,55,46.0,0.1,0.1,0.4,0.0,0.24,0.0,0.1,0.06
586,1,23,24,77.0,0.1,0.1,0.4,0.1,0.0,0.3,0.0,0.0
587,1,23,24,77.0,0.1,0.1,0.4,0.1,0.06,0.2,0.025,0.015
588,1,28,29,72.0,0.1,0.1,0.4,0.1,0.12,0.1,0.05,0.03
589,1,41,42,59.0,0.1,0.1,0.4,0.1,0.18,0.0,0.075,0.045
590,0,24,24,-24.0,0.1,0.1,0.4,0.2,0.0,0.2,0.0,0.0
591,0,25,25,-25.0,0.1,0.1,0.4,0.2,0.06,0.1,0.025,0.015
592,0,41,41,-41.0,0.1,0.1,0.4,0.2,0.12,0.0,0.05,0.03
593,0,41,41,-41.0,0.1,0.1,0.4,0.3,0.0,0.1,0.0,0.0
594,0,59,59,-59.0,0.1,0.1,0.4,0.3,0.06,0.0,0.025,0.015
595,0,131,131,-131.0,0.1,0.1,0.4,0.4,0.0,0.0,0.0,0.0
596,1,28,29,72.0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0
597,1,27,28,73.0,0.1,0.1,0.5,0.0,0.06,0.2,0.025,0.015
598,1,38,39,62.0,0.1,0.1,0.5,0.0,0.12,0.1,0.05,0.03
599,1,58,59,42.0,0.1,0.1,0.5,0.0,0.18,0.0,0.075,0.045
600,1,27,28,73.0,0.1,0.1,0.5,0.1,0.0,0.2,0.0,0.0
601,1,27,28,73.0,0.1,0.1,0.5,0.1,0.06,0.1,0.025,0.015
602,1,44,45,56.0,0.1,0.1,0.5,0.1,0.12,0.0,0.05,0.03
603,0,37,37,-37.0,0.1,0.1,0.5,0.2,0.0,0.1,0.0,0.0
604,0,45,45,-45.0,0.1,0.1,0.5,0.2,0.06,0.0,0.025,0.015
605,0,117,117,-117.0,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0
606,1,21,22,79.0,0.15,0.15,0.0,0.0,0.0,0.7,0.0,0.0
607,1,18,19,82.0,0.15,0.15,0.0,0.0,0.06,0.6,0.025,0.015
608,1,19,20,81.0,0.15,0.15,0.0,0.0,0.12,0.5,0.05,0.03
609,1,22,23,78.0,0.15,0.15,0.0,0.0,0.18,0.4,0.075,0.045
610,1,24,25,76.0,0.15,0.15,0.0,0.0,0.24,0.3,0.1,0.06
611,1,32,33,68.0,0.15,0.15,0.0,0.0,0.3,0.2,0.125,0.075
612,1,43,44,57.0,0.15,0.15,0.0,0.0,0.36,0.1,0.15,0.09
613,1,56,57,44.0,0.15,0.15,0.0,0.0,0.42,0.0,0.175,0.105
614,1,19,20,81.0,0.15,0.15,0.0,0.1,0.0,0.6,0.0,0.0
615,1,17,18,83.0,0.15,0.15,0.0,0.1,0.06,0.5,0.025,0.015
616,1,20,21,80.0,0.15,0.15,0.0,0.1,0.12,0.4,0.05,0.03
617,1,20,21,80.0,0.15,0.15,0.0,0.1,0.18,0.3,0.075,0.045
618,1,23,24,77.0,0.15,0.15,0.0,0.1,0.24,0.2,0.1,0.06
619,1,30,31,70.0,0.15,0.15,0.0,0.1,0.3,0.1,0.125,0.075
620,1,40,41,60.0,0.15,0.15,0.0,0.1,0.36,0.0,0.15,0.09
621,0,20,20,-20.0,0.15,0.15,0.0,0.2,0.0,0.5,0.0,0.0
622,0,18,18,-18.0,0.15,0.15,0.0,0.2,0.06,0.4,0.025,0.015
623,0,19,19,-19.0,0.15,0.15,0.0,0.2,0.12,0.3,0.05,0.03
624,0,20,20,-20.0,0.15,0.15,0.0,0.2,0.18,0.2,0.075,0.045
625,0,28,28,-28.0,0.15,0.15,0.0,0.2,0.24,0.1,0.1,0.06
626,0,34,34,-34.0,0.15,0.15,0.0,0.2,0.3,0.0,0.125,0.075
627,0,19,19,-19.0,0.15,0.15,0.0,0.3,0.0,0.4,0.0,0.0
628,0,17,17,-17.0,0.15,0.15,0.0,0.3,0.06,0.3,0.025,0.015
629,0,18,18,-18.0,0.15,0.15,0.0,0.3,0.12,0.2,0.05,0.03
630,0,26,26,-26.0,0.15,0.15,0.0,0.3,0.18,0.1,0.075,0.045
631,0,35,35,-35.0,0.15,0.15,0.0,0.3,0.24,0.0,0.1,0.06
632,0,21,21,-21.0,0.15,0.15,0.0,0.4,0.0,0.3,0.0,0.0
633,0,21,21,-21.0,0.15,0.15,0.0,0.4,0.06,0.2,0.025,0.015
634,0,25,25,-25.0,0.15,0.15,0.0,0.4,0.12,0.1,0.05,0.03
635,0,40,40,-40.0,0.15,0.15,0.0,0.4,0.18,0.0,0.075,0.045
636,0,36,36,-36.0,0.15,0.15,0.0,0.5,0.0,0.2,0.0,0.0
637,0,46,46,-46.0,0.15,0.15,0.0,0.5,0.06,0.1,0.025,0.015
638,0,58,58,-58.0,0.15,0.15,0.0,0.5,0.12,0.0,0.05,0.03
639,0,68,68,-68.0,0.15,0.15,0.0,0.6,0.0,0.1,0.0,0.0
640,0,93,93,-93.0,0.15,0.15,0.0,0.6,0.06,0.0,0.025,0.015
641,0,146,146,-146.0,0.15,0.15,0.0,0.7,0.0,0.0,0.0,0.0
642,1,22,23,78.0,0.15,0.15,0.1,0.0,0.0,0.6,0.0,0.0
643,1,19,20,81.0,0.15,0.15,0.1,0.0,0.06,0.5,0.025,0.015
644,1,20,21,80.0,0.15,0.15,0.1,0.0,0.12,0.4,0.05,0.03
645,1,25,26,75.0,0.15,0.15,0.1,0.0,0.18,0.3,0.075,0.045
646,1,29,30,71.0,0.15,0.15,0.1,0.0,0.24,0.2,0.1,0.06
647,1,43,44,57.0,0.15,0.15,0.1,0.0,0.3,0.1,0.125,0.075
648,1,52,53,48.0,0.15,0.15,0.1,0.0,0.36,0.0,0.15,0.09
649,1,19,20,81.0,0.15,0.15,0.1,0.1,0.0,0.5,0.0,0.0
650,1,19,20,81.0,0.15,0.15,0.1,0.1,0.06,0.4,0.025,0.015
651,1,20,21,80.0,0.15,0.15,0.1,0.1,0.12,0.3,0.05,0.03
652,1,23,24,77.0,0.15,0.15,0.1,0.1,0.18,0.2,0.075,0.045
653,1,29,30,71.0,0.15,0.15,0.1,0.1,0.24,0.1,0.1,0.06
654,1,40,41,60.0,0.15,0.15,0.1,0.1,0.3,0.0,0.125,0.075
655,0,19,19,-19.0,0.15,0.15,0.1,0.2,0.0,0.4,0.0,0.0
656,0,19,19,-19.0,0.15,0.15,0.1,0.2,0.06,0.3,0.025,0.015
657,0,21,21,-21.0,0.15,0.15,0.1,0.2,0.12,0.2,0.05,0.03
658,0,28,28,-28.0,0.15,0.15,0.1,0.2,0.18,0.1,0.075,0.045
659,0,37,37,-37.0,0.15,0.15,0.1,0.2,0.24,0.0,0.1,0.06
660,0,18,18,-18.0,0.15,0.15,0.1,0.3,0.0,0.3,0.0,0.0
661,0,19,19,-19.0,0.15,0.15,0.1,0.3,0.06,0.2,0.025,0.015
662,0,25,25,-25.0,0.15,0.15,0.1,0.3,0.12,0.1,0.05,0.03
663,0,36,36,-36.0,0.15,0.15,0.1,0.3,0.18,0.0,0.075,0.045
664,0,28,28,-28.0,0.15,0.15,0.1,0.4,0.0,0.2,0.0,0.0
665,0,37,37,-37.0,0.15,0.15,0.1,0.4,0.06,0.1,0.025,0.015
666,0,52,52,-52.0,0.15,0.15,0.1,0.4,0.12,0.0,0.05,0.03
667,0,64,64,-64.0,0.15,0.15,0.1,0.5,0.0,0.1,0.0,0.0
668,0,83,83,-83.0,0.15,0.15,0.1,0.5,0.06,0.0,0.025,0.015
669,0,136,136,-136.0,0.15,0.15,0.1,0.6,0.0,0.0,0.0,0.0
670,1,23,24,77.0,0.15,0.15,0.2,0.0,0.0,0.5,0.0,0.0
671,1,22,23,78.0,0.15,0.15,0.2,0.0,0.06,0.4,0.025,0.015
672,1,25,26,75.0,0.15,0.15,0.2,0.0,0.12,0.3,0.05,0.03
673,1,30,31,70.0,0.15,0.15,0.2,0.0,0.18,0.2,0.075,0.045
674,1,43,44,57.0,0.15,0.15,0.2,0.0,0.24,0.1,0.1,0.06
675,1,54,55,46.0,0.15,0.15,0.2,0.0,0.3,0.0,0.125,0.075
676,1,22,23,78.0,0.15,0.15,0.2,0.1,0.0,0.4,0.0,0.0
677,1,21,22,79.0,0.15,0.15,0.2,0.1,0.06,0.3,0.025,0.015
678,1,22,23,78.0,0.15,0.15,0.2,0.1,0.12,0.2,0.05,0.03
679,1,30,31,70.0,0.15,0.15,0.2,0.1,0.18,0.1,0.075,0.045
680,1,44,45,56.0,0.15,0.15,0.2,0.1,0.24,0.0,0.1,0.06
681,0,20,20,-20.0,0.15,0.15,0.2,0.2,0.0,0.3,0.0,0.0
682,0,21,21,-21.0,0.15,0.15,0.2,0.2,0.06,0.2,0.025,0.015
683,0,28,28,-28.0,0.15,0.15,0.2,0.2,0.12,0.1,0.05,0.03
684,0,40,40,-40.0,0.15,0.15,0.2,0.2,0.18,0.0,0.075,0.045
685,0,26,26,-26.0,0.15,0.15,0.2,0.3,0.0,0.2,0.0,0.0
686,0,33,33,-33.0,0.15,0.15,0.2,0.3,0.06,0.1,0.025,0.015
687,0,43,43,-43.0,0.15,0.15,0.2,0.3,0.12,0.0,0.05,0.03
688,0,54,54,-54.0,0.15,0.15,0.2,0.4,0.0,0.1,0.0,0.0
689,0,78,78,-78.0,0.15,0.15,0.2,0.4,0.06,0.0,0.025,0.015
690,0,130,130,-130.0,0.15,0.15,0.2,0.5,0.0,0.0,0.0,0.0
691,1,24,25,76.0,0.15,0.15,0.3,0.0,0.0,0.4,0.0,0.0
692,1,26,27,74.0,0.15,0.15,0.3,0.0,0.06,0.3,0.025,0.015
693,1,29,30,71.0,0.15,0.15,0.3,0.0,0.12,0.2,0.05,0.03
694,1,43,44,57.0,0.15,0.15,0.3,0.0,0.18,0.1,0.075,0.045
695,1,58,59,42.0,0.15,0.15,0.3,0.0,0.24,0.0,0.1,0.06
696,1,24,25,76.0,0.15,0.15,0.3,0.1,0.0,0.3,0.0,0.0
697,1,25,26,75.0,0.15,0.15,0.3,0.1,0.06,0.2,0.025,0.015
698,1,33,34,67.0,0.15,0.15,0.3,0.1,0.12,0.1,0.05,0.03
699,1,49,50,51.0,0.15,0.15,0.3,0.1,0.18,0.0,0.075,0.045
700,0,26,26,-26.0,0.15,0.15,0.3,0.2,0.0,0.2,0.0,0.0
701,0,35,35,-35.0,0.15,0.15,0.3,0.2,0.06,0.1,0.025,0.015
702,0,44,44,-44.0,0.15,0.15,0.3,0.2,0.12,0.0,0.05,0.03
703,0,44,44,-44.0,0.15,0.15,0.3,0.3,0.0,0.1,0.0,0.0
704,0,62,62,-62.0,0.15,0.15,0.3,0.3,0.06,0.0,0.025,0.015
705,0,125,125,-125.0,0.15,0.15,0.3,0.4,0.0,0.0,0.0,0.0
706,1,33,34,67.0,0.15,0.15,0.4,0.0,0.0,0.3,0.0,0.0
707,1,31,32,69.0,0.15,0.15,0.4,0.0,0.06,0.2,0.025,0.015
708,1,45,46,55.0,0.15,0.15,0.4,0.0,0.12,0.1,0.05,0.03
709,1,65,66,35.0,0.15,0.15,0.4,0.0,0.18,0.0,0.075,0.045
710,1,30,31,70.0,0.15,0.15,0.4,0.1,0.0,0.2,0.0,0.0
711,1,40,41,60.0,0.15,0.15,0.4,0.1,0.06,0.1,0.025,0.015
712,1,49,50,51.0,0.15,0.15,0.4,0.1,0.12,0.0,0.05,0.03
713,0,40,40,-40.0,0.15,0.15,0.4,0.2,0.0,0.1,0.0,0.0
714,0,56,56,-56.0,0.15,0.15,0.4,0.2,0.06,0.0,0.025,0.015
715,0,114,114,-114.0,0.15,0.15,0.4,0.3,0.0,0.0,0.0,0.0
716,1,41,42,59.0,0.15,0.15,0.5,0.0,0.0,0.2,0.0,0.0
717,1,50,51,50.0,0.15,0.15,0.5,0.0,0.06,0.1,0.025,0.015
718,1,72,73,28.0,0.15,0.15,0.5,0.0,0.12,0.0,0.05,0.03
719,1,46,47,54.0,0.15,0.15,0.5,0.1,0.0,0.1,0.0,0.0
720,1,69,70,31.0,0.15,0.15,0.5,0.1,0.06,0.0,0.025,0.015
721,0,111,111,-111.0,0.15,0.15,0.5,0.2,0.0,0.0,0.0,0.0
722,1,23,24,77.0,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0
723,1,21,22,79.0,0.2,0.2,0.0,0.0,0.06,0.5,0.025,0.015
724,1,24,25,76.0,0.2,0.2,0.0,0.0,0.12,0.4,0.05,0.03
725,1,27,28,73.0,0.2,0.2,0.0,0.0,0.18,0.3,0.075,0.045
726,1,35,36,65.0,0.2,0.2,0.0,0.0,0.24,0.2,0.1,0.06
727,1,46,47,54.0,0.2,0.2,0.0,0.0,0.3,0.1,0.125,0.075
728,1,57,58,43.0,0.2,0.2,0.0,0.0,0.36,0.0,0.15,0.09
729,1,21,22,79.0,0.2,0.2,0.0,0.1,0.0,0.5,0.0,0.0
730,1,21,22,79.0,0.2,0.2,0.0,0.1,0.06,0.4,0.025,0.015
731,1,21,22,79.0,0.2,0.2,0.0,0.1,0.12,0.3,0.05,0.03
732,1,25,26,75.0,0.2,0.2,0.0,0.1,0.18,0.2,0.075,0.045
733,1,33,34,67.0,0.2,0.2,0.0,0.1,0.24,0.1,0.1,0.06
734,1,47,48,53.0,0.2,0.2,0.0,0.1,0.3,0.0,0.125,0.075
735,0,20,20,-20.0,0.2,0.2,0.0,0.2,0.0,0.4,0.0,0.0
736,0,20,20,-20.0,0.2,0.2,0.0,0.2,0.06,0.3,0.025,0.015
737,0,22,22,-22.0,0.2,0.2,0.0,0.2,0.12,0.2,0.05,0.03
738,0,28,28,-28.0,0.2,0.2,0.0,0.2,0.18,0.1,0.075,0.045
739,0,39,39,-39.0,0.2,0.2,0.0,0.2,0.24,0.0,0.1,0.06
740,0,19,19,-19.0,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.0
741,0,21,21,-21.0,0.2,0.2,0.0,0.3,0.06,0.2,0.025,0.015
742,0,29,29,-29.0,0.2,0.2,0.0,0.3,0.12,0.1,0.05,0.03
743,0,44,44,-44.0,0.2,0.2,0.0,0.3,0.18,0.0,0.075,0.045
744,0,34,34,-34.0,0.2,0.2,0.0,0.4,0.0,0.2,0.0,0.0
745,0,44,44,-44.0,0.2,0.2,0.0,0.4,0.06,0.1,0.025,0.015
746,0,54,54,-54.0,0.2,0.2,0.0,0.4,0.12,0.0,0.05,0.03
747,0,72,72,-72.0,0.2,0.2,0.0,0.5,0.0,0.1,0.0,0.0
748,0,87,87,-87.0,0.2,0.2,0.0,0.5,0.06,0.0,0.025,0.015
749,0,125,125,-125.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0
750,1,23,24,77.0,0.2,0.2,0.1,0.0,0.0,0.5,0.0,0.0
751,1,26,27,74.0,0.2,0.2,0.1,0.0,0.06,0.4,0.025,0.015
752,1,27,28,73.0,0.2,0.2,0.1,0.0,0.12,0.3,0.05,0.03
753,1,33,34,67.0,0.2,0.2,0.1,0.0,0.18,0.2,0.075,0.045
754,1,46,47,54.0,0.2,0.2,0.1,0.0,0.24,0.1,0.1,0.06
755,1,56,57,44.0,0.2,0.2,0.1,0.0,0.3,0.0,0.125,0.075
756,1,22,23,78.0,0.2,0.2,0.1,0.1,0.0,0.4,0.0,0.0
757,1,22,23,78.0,0.2,0.2,0.1,0.1,0.06,0.3,0.025,0.015
758,1,25,26,75.0,0.2,0.2,0.1,0.1,0.12,0.2,0.05,0.03
759,1,34,35,66.0,0.2,0.2,0.1,0.1,0.18,0.1,0.075,0.045
760,1,49,50,51.0,0.2,0.2,0.1,0.1,0.24,0.0,0.1,0.06
761,0,23,23,-23.0,0.2,0.2,0.1,0.2,0.0,0.3,0.0,0.0
762,0,25,25,-25.0,0.2,0.2,0.1,0.2,0.06,0.2,0.025,0.015
763,0,32,32,-32.0,0.2,0.2,0.1,0.2,0.12,0.1,0.05,0.03
764,0,45,45,-45.0,0.2,0.2,0.1,0.2,0.18,0.0,0.075,0.045
765,0,28,28,-28.0,0.2,0.2,0.1,0.3,0.0,0.2,0.0,0.0
766,0,37,37,-37.0,0.2,0.2,0.1,0.3,0.06,0.1,0.025,0.015
767,0,49,49,-49.0,0.2,0.2,0.1,0.3,0.12,0.0,0.05,0.03
768,0,67,67,-67.0,0.2,0.2,0.1,0.4,0.0,0.1,0.0,0.0
769,0,84,84,-84.0,0.2,0.2,0.1,0.4,0.06,0.0,0.025,0.015
770,0,127,127,-127.0,0.2,0.2,0.1,0.5,0.0,0.0,0.0,0.0
771,1,30,31,70.0,0.2,0.2,0.2,0.0,0.0,0.4,0.0,0.0
772,1,28,29,72.0,0.2,0.2,0.2,0.0,0.06,0.3,0.025,0.015
773,1,34,35,66.0,0.2,0.2,0.2,0.0,0.12,0.2,0.05,0.03
774,1,47,48,53.0,0.2,0.2,0.2,0.0,0.18,0.1,0.075,0.045
775,1,63,64,37.0,0.2,0.2,0.2,0.0,0.24,0.0,0.1,0.06
776,1,26,27,74.0,0.2,0.2,0.2,0.1,0.0,0.3,0.0,0.0
777,1,31,32,69.0,0.2,0.2,0.2,0.1,0.06,0.2,0.025,0.015
778,1,37,38,63.0,0.2,0.2,0.2,0.1,0.12,0.1,0.05,0.03
779,1,52,53,48.0,0.2,0.2,0.2,0.1,0.18,0.0,0.075,0.045
780,0,29,29,-29.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0
781,0,38,38,-38.0,0.2,0.2,0.2,0.2,0.06,0.1,0.025,0.015
782,0,47,47,-47.0,0.2,0.2,0.2,0.2,0.12,0.0,0.05,0.03
783,0,56,56,-56.0,0.2,0.2,0.2,0.3,0.0,0.1,0.0,0.0
784,0,75,75,-75.0,0.2,0.2,0.2,0.3,0.06,0.0,0.025,0.015
785,0,120,120,-120.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0
786,1,38,39,62.0,0.2,0.2,0.3,0.0,0.0,0.3,0.0,0.0
787,1,36,37,64.0,0.2,0.2,0.3,0.0,0.06,0.2,0.025,0.015
788,1,53,54,47.0,0.2,0.2,0.3,0.0,0.12,0.1,0.05,0.03
789,1,72,73,28.0,0.2,0.2,0.3,0.0,0.18,0.0,0.075,0.045
790,1,35,36,65.0,0.2,0.2,0.3,0.1,0.0,0.2,0.0,0.0
791,1,43,44,57.0,0.2,0.2,0.3,0.1,0.06,0.1,0.025,0.015
792,1,57,58,43.0,0.2,0.2,0.3,0.1,0.12,0.0,0.05,0.03
793,0,55,55,-55.0,0.2,0.2,0.3,0.2,0.0,0.1,0.0,0.0
794,0,80,80,-80.0,0.2,0.2,0.3,0.2,0.06,0.0,0.025,0.015
795,0,116,116,-116.0,0.2,0.2,0.3,0.3,0.0,0.0,0.0,0.0
796,1,48,49,52.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0
797,1,61,62,39.0,0.2,0.2,0.4,0.0,0.06,0.1,0.025,0.015
798,1,75,76,25.0,0.2,0.2,0.4,0.0,0.12,0.0,0.05,0.03
799,1,63,64,37.0,0.2,0.2,0.4,0.1,0.0,0.1,0.0,0.0
800,1,80,81,20.0,0.2,0.2,0.4,0.1,0.06,0.0,0.025,0.015
801,0,117,117,-117.0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.0
802,1,79,80,21.0,0.2,0.2,0.5,0.0,0.0,0.1,0.0,0.0
803,1,104,105,-4.0,0.2,0.2,0.5,0.0,0.06,0.0,0.025,0.015
804,1,118,119,-18.0,0.2,0.2,0.5,0.1,0.0,0.0,0.0,0.0
805,1,29,30,71.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0
806,1,27,28,73.0,0.25,0.25,0.0,0.0,0.06,0.4,0.025,0.015
807,1,32,33,68.0,0.25,0.25,0.0,0.0,0.12,0.3,0.05,0.03
808,1,38,39,62.0,0.25,0.25,0.0,0.0,0.18,0.2,0.075,0.045
809,1,51,52,49.0,0.25,0.25,0.0,0.0,0.24,0.1,0.1,0.06
810,1,63,64,37.0,0.25,0.25,0.0,0.0,0.3,0.0,0.125,0.075
811,1,27,28,73.0,0.25,0.25,0.0,0.1,0.0,0.4,0.0,0.0
812,1,28,29,72.0,0.25,0.25,0.0,0.1,0.06,0.3,0.025,0.015
813,1,32,33,68.0,0.25,0.25,0.0,0.1,0.12,0.2,0.05,0.03
814,1,38,39,62.0,0.25,0.25,0.0,0.1,0.18,0.1,0.075,0.045
815,1,52,53,48.0,0.25,0.25,0.0,0.1,0.24,0.0,0.1,0.06
816,0,24,24,-24.0,0.25,0.25,0.0,0.2,0.0,0.3,0.0,0.0
817,0,30,30,-30.0,0.25,0.25,0.0,0.2,0.06,0.2,0.025,0.015
818,0,37,37,-37.0,0.25,0.25,0.0,0.2,0.12,0.1,0.05,0.03
819,0,49,49,-49.0,0.25,0.25,0.0,0.2,0.18,0.0,0.075,0.045
820,0,35,35,-35.0,0.25,0.25,0.0,0.3,0.0,0.2,0.0,0.0
821,0,48,48,-48.0,0.25,0.25,0.0,0.3,0.06,0.1,0.025,0.015
822,0,58,58,-58.0,0.25,0.25,0.0,0.3,0.12,0.0,0.05,0.03
823,0,71,71,-71.0,0.25,0.25,0.0,0.4,0.0,0.1,0.0,0.0
824,0,83,83,-83.0,0.25,0.25,0.0,0.4,0.06,0.0,0.025,0.015
825,0,120,120,-120.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0
826,1,33,34,67.0,0.25,0.25,0.1,0.0,0.0,0.4,0.0,0.0
827,1,33,34,67.0,0.25,0.25,0.1,0.0,0.06,0.3,0.025,0.015
828,1,41,42,59.0,0.25,0.25,0.1,0.0,0.12,0.2,0.05,0.03
829,1,56,57,44.0,0.25,0.25,0.1,0.0,0.18,0.1,0.075,0.045
830,1,69,70,31.0,0.25,0.25,0.1,0.0,0.24,0.0,0.1,0.06
831,1,31,32,69.0,0.25,0.25,0.1,0.1,0.0,0.3,0.0,0.0
832,1,34,35,66.0,0.25,0.25,0.1,0.1,0.06,0.2,0.025,0.015
833,1,42,43,58.0,0.25,0.25,0.1,0.1,0.12,0.1,0.05,0.03
834,1,60,61,40.0,0.25,0.25,0.1,0.1,0.18,0.0,0.075,0.045
835,0,35,35,-35.0,0.25,0.25,0.1,0.2,0.0,0.2,0.0,0.0
836,0,45,45,-45.0,0.25,0.25,0.1,0.2,0.06,0.1,0.025,0.015
837,0,64,64,-64.0,0.25,0.25,0.1,0.2,0.12,0.0,0.05,0.03
838,0,71,71,-71.0,0.25,0.25,0.1,0.3,0.0,0.1,0.0,0.0
839,0,85,85,-85.0,0.25,0.25,0.1,0.3,0.06,0.0,0.025,0.015
840,0,120,120,-120.0,0.25,0.25,0.1,0.4,0.0,0.0,0.0,0.0
841,1,39,40,61.0,0.25,0.25,0.2,0.0,0.0,0.3,0.0,0.0
842,1,44,45,56.0,0.25,0.25,0.2,0.0,0.06,0.2,0.025,0.015
843,1,61,62,39.0,0.25,0.25,0.2,0.0,0.12,0.1,0.05,0.03
844,1,72,73,28.0,0.25,0.25,0.2,0.0,0.18,0.0,0.075,0.045
845,1,41,42,59.0,0.25,0.25,0.2,0.1,0.0,0.2,0.0,0.0
846,1,55,56,45.0,0.25,0.25,0.2,0.1,0.06,0.1,0.025,0.015
847,1,65,66,35.0,0.25,0.25,0.2,0.1,0.12,0.0,0.05,0.03
848,0,69,69,-69.0,0.25,0.25,0.2,0.2,0.0,0.1,0.0,0.0
849,0,90,90,-90.0,0.25,0.25,0.2,0.2,0.06,0.0,0.025,0.015
850,0,122,122,-122.0,0.25,0.25,0.2,0.3,0.0,0.0,0.0,0.0
851,1,58,59,42.0,0.25,0.25,0.3,0.0,0.0,0.2,0.0,0.0
852,1,67,68,33.0,0.25,0.25,0.3,0.0,0.06,0.1,0.025,0.015
853,1,82,83,18.0,0.25,0.25,0.3,0.0,0.12,0.0,0.05,0.03
854,1,71,72,29.0,0.25,0.25,0.3,0.1,0.0,0.1,0.0,0.0
855,1,83,84,17.0,0.25,0.25,0.3,0.1,0.06,0.0,0.025,0.015
856,0,122,122,-122.0,0.25,0.25,0.3,0.2,0.0,0.0,0.0,0.0
857,1,85,86,15.0,0.25,0.25,0.4,0.0,0.0,0.1,0.0,0.0
858,1,104,105,-4.0,0.25,0.25,0.4,0.0,0.06,0.0,0.025,0.015
859,1,117,118,-17.0,0.25,0.25,0.4,0.1,0.0,0.0,0.0,0.0
860,1,146,147,-46.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0
861,1,36,37,64.0,0.3,0.3,0.0,0.0,0.0,0.4,0.0,0.0
862,1,36,37,64.0,0.3,0.3,0.0,0.0,0.06,0.3,0.025,0.015
863,1,45,46,55.0,0.3,0.3,0.0,0.0,0.12,0.2,0.05,0.03
864,1,62,63,38.0,0.3,0.3,0.0,0.0,0.18,0.1,0.075,0.045
865,1,71,72,29.0,0.3,0.3,0.0,0.0,0.24,0.0,0.1,0.06
866,1,33,34,67.0,0.3,0.3,0.0,0.1,0.0,0.3,0.0,0.0
867,1,39,40,61.0,0.3,0.3,0.0,0.1,0.06,0.2,0.025,0.015
868,1,51,52,49.0,0.3,0.3,0.0,0.1,0.12,0.1,0.05,0.03
869,1,63,64,37.0,0.3,0.3,0.0,0.1,0.18,0.0,0.075,0.045
870,0,47,47,-47.0,0.3,0.3,0.0,0.2,0.0,0.2,0.0,0.0
871,0,63,63,-63.0,0.3,0.3,0.0,0.2,0.06,0.1,0.025,0.015
872,0,77,77,-77.0,0.3,0.3,0.0,0.2,0.12,0.0,0.05,0.03
873,0,78,78,-78.0,0.3,0.3,0.0,0.3,0.0,0.1,0.0,0.0
874,0,98,98,-98.0,0.3,0.3,0.0,0.3,0.06,0.0,0.025,0.015
875,0,120,120,-120.0,0.3,0.3,0.0,0.4,0.0,0.0,0.0,0.0
876,1,44,45,56.0,0.3,0.3,0.1,0.0,0.0,0.3,0.0,0.0
877,1,55,56,45.0,0.3,0.3,0.1,0.0,0.06,0.2,0.025,0.015
878,1,68,69,32.0,0.3,0.3,0.1,0.0,0.12,0.1,0.05,0.03
879,1,75,76,25.0,0.3,0.3,0.1,0.0,0.18,0.0,0.075,0.045
880,1,51,52,49.0,0.3,0.3,0.1,0.1,0.0,0.2,0.0,0.0
881,1,65,66,35.0,0.3,0.3,0.1,0.1,0.06,0.1,0.025,0.015
882,1,73,74,27.0,0.3,0.3,0.1,0.1,0.12,0.0,0.05,0.03
883,0,80,80,-80.0,0.3,0.3,0.1,0.2,0.0,0.1,0.0,0.0
884,0,100,100,-100.0,0.3,0.3,0.1,0.2,0.06,0.0,0.025,0.015
885,0,124,124,-124.0,0.3,0.3,0.1,0.3,0.0,0.0,0.0,0.0
886,1,66,67,34.0,0.3,0.3,0.2,0.0,0.0,0.2,0.0,0.0
887,1,79,80,21.0,0.3,0.3,0.2,0.0,0.06,0.1,0.025,0.015
888,1,91,92,9.0,0.3,0.3,0.2,0.0,0.12,0.0,0.05,0.03
