idx,tp,fp,total_signals,score,turnover_heat_z,turnover_rate_heat_z,search_heat_z,margin_heat_z,price_accel_z,amplitude_heat_z,ma_spread_z,up_ratio_z
889,1,75,76,25.0,0.3,0.3,0.2,0.1,0.0,0.1,0.0,0.0
890,1,93,94,7.0,0.3,0.3,0.2,0.1,0.06,0.0,0.025,0.015
891,0,127,127,-127.0,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0
892,1,92,93,8.0,0.3,0.3,0.3,0.0,0.0,0.1,0.0,0.0
893,1,112,113,-12.0,0.3,0.3,0.3,0.0,0.06,0.0,0.025,0.015
894,1,125,126,-25.0,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0
895,1,149,150,-49.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0
896,1,51,52,49.0,0.35,0.35,0.0,0.0,0.0,0.3,0.0,0.0
897,1,61,62,39.0,0.35,0.35,0.0,0.0,0.06,0.2,0.025,0.015
898,1,76,77,24.0,0.35,0.35,0.0,0.0,0.12,0.1,0.05,0.03
899,1,84,85,16.0,0.35,0.35,0.0,0.0,0.18,0.0,0.075,0.045
900,1,63,64,37.0,0.35,0.35,0.0,0.1,0.0,0.2,0.0,0.0
901,1,71,72,29.0,0.35,0.35,0.0,0.1,0.06,0.1,0.025,0.015
902,1,88,89,12.0,0.35,0.35,0.0,0.1,0.12,0.0,0.05,0.03
903,0,91,91,-91.0,0.35,0.35,0.0,0.2,0.0,0.1,0.0,0.0
904,0,102,102,-102.0,0.35,0.35,0.0,0.2,0.06,0.0,0.025,0.015
905,0,123,123,-123.0,0.35,0.35,0.0,0.3,0.0,0.0,0.0,0.0
906,1,76,77,24.0,0.35,0.35,0.1,0.0,0.0,0.2,0.0,0.0
907,1,85,86,15.0,0.35,0.35,0.1,0.0,0.06,0.1,0.025,0.015
908,1,102,103,-2.0,0.35,0.35,0.1,0.0,0.12,0.0,0.05,0.03
909,1,86,87,14.0,0.35,0.35,0.1,0.1,0.0,0.1,0.0,0.0
910,1,101,102,-1.0,0.35,0.35,0.1,0.1,0.06,0.0,0.025,0.015
911,0,127,127,-127.0,0.35,0.35,0.1,0.2,0.0,0.0,0.0,0.0
912,1,100,101,0.0,0.35,0.35,0.2,0.0,0.0,0.1,0.0,0.0
913,1,119,120,-19.0,0.35,0.35,0.2,0.0,0.06,0.0,0.025,0.015
914,1,129,130,-29.0,0.35,0.35,0.2,0.1,0.0,0.0,0.0,0.0
915,1,153,154,-53.0,0.35,0.35,0.3,0.0,0.0,0.0,0.0,0.0
916,1,83,84,17.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
917,1,95,96,5.0,0.4,0.4,0.0,0.0,0.06,0.1,0.025,0.015
918,1,113,114,-13.0,0.4,0.4,0.0,0.0,0.12,0.0,0.05,0.03
919,1,95,96,5.0,0.4,0.4,0.0,0.1,0.0,0.1,0.0,0.0
920,1,110,111,-10.0,0.4,0.4,0.0,0.1,0.06,0.0,0.025,0.015
921,0,127,127,-127.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0
922,1,112,113,-12.0,0.4,0.4,0.1,0.0,0.0,0.1,0.0,0.0
923,1,126,127,-26.0,0.4,0.4,0.1,0.0,0.06,0.0,0.025,0.015
924,1,133,134,-33.0,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0
925,1,157,158,-57.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0
926,1,123,124,-23.0,0.45,0.45,0.0,0.0,0.0,0.1,0.0,0.0
927,1,137,138,-37.0,0.45,0.45,0.0,0.0,0.06,0.0,0.025,0.015
928,1,140,141,-40.0,0.45,0.45,0.0,0.1,0.0,0.0,0.0,0.0
929,1,160,161,-60.0,0.45,0.45,0.1,0.0,0.0,0.0,0.0,0.0
930,1,162,163,-62.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
